"","pathway","transcriptome_pval","transcriptome_padj","proteome_pval","proteome_padj","phosphoproteome_pval","phosphoproteome_padj","combined_pval","combined_padj","Contrast","negativelog10FDR","Pathway","Algorithm"
"502","(KEGG) Glutamatergic synapse",0.524570024570025,0.825116599128374,0.0702875399361022,0.571872738282861,0.967514124293785,0.997416020671835,0.988055735785612,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Glutamatergic Synapse","multiGSEA"
"503","(KEGG) Cholinergic synapse",0.135757575757576,0.603729246487867,0.408450704225352,1,0.985254691689008,0.997416020671835,0.984741416046331,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Cholinergic Synapse","multiGSEA"
"504","(KEGG) Serotonergic synapse",0.357234314980794,0.740665813060179,0.130718954248366,0.720142602495544,0.357142857142857,0.997416020671835,0.989933420849985,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Serotonergic Synapse","multiGSEA"
"505","(KEGG) GABAergic synapse",0.757978723404255,0.942925531914894,0.06,0.533137829912023,0.328512396694215,0.997416020671835,0.994982297809072,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Gabaergic Synapse","multiGSEA"
"506","(KEGG) Dopaminergic synapse",0.206405693950178,0.635566047707974,0.0423556071274729,0.401054654988259,0.598773006134969,0.997416020671835,0.952532472190611,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Dopaminergic Synapse","multiGSEA"
"507","(KEGG) Long-term depression",0.326315789473684,0.713573519363628,0.365079365079365,1,0.784494086727989,0.997416020671835,0.991250227495086,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Long-Term Depression","multiGSEA"
"508","(KEGG) Olfactory transduction",0.889328063241107,0.972519772495173,0.236768802228412,0.945029239766082,0.248780487804878,0.997416020671835,0.999866512061429,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Olfactory Transduction","multiGSEA"
"509","(KEGG) Taste transduction",0.992764109985528,0.995966574856449,0.966499162479062,1,0.425619834710744,0.997416020671835,0.999941096141817,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Taste Transduction","multiGSEA"
"510","(KEGG) Phototransduction",0.092814371257485,0.505259737622355,0.0966183574879227,0.601488833746898,NA,NA,0.575812671292508,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Phototransduction","multiGSEA"
"511","(KEGG) Inflammatory mediator regulation of TRP channels",0.205191594561187,0.635566047707974,0.933098591549296,1,0.518672199170125,0.997416020671835,0.986873229024014,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Inflammatory Mediator Regulation Of Trp Channels","multiGSEA"
"512","(KEGG) Regulation of actin cytoskeleton",0.901766004415011,0.972519772495173,0.662077596996245,1,0.589958158995816,0.997416020671835,0.999572591442659,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Regulation Of Actin Cytoskeleton","multiGSEA"
"513","(KEGG) Insulin signaling pathway",0.361207897793264,0.743322491622314,0.548837209302326,1,0.959205020920502,0.997416020671835,0.992646520717468,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Insulin Signaling Pathway","multiGSEA"
"514","(KEGG) Insulin secretion",0.0413333333333333,0.385757057313944,0.811819595645412,1,0.581632653061224,0.997416020671835,0.96180227816075,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Insulin Secretion","multiGSEA"
"515","(KEGG) GnRH signaling pathway",0.0481927710843374,0.405079778573754,0.926056338028169,1,0.705583756345178,0.997416020671835,0.96465576325909,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Gnrh Signaling Pathway","multiGSEA"
"516","(KEGG) Ovarian steroidogenesis",0.895316804407714,0.972519772495173,0.270557029177719,0.987727708533078,0.0867768595041322,0.997416020671835,0.999970987397508,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Ovarian Steroidogenesis","multiGSEA"
"517","(KEGG) Progesterone-mediated oocyte maturation",0.08,0.505119694936798,0.0397805212620027,0.388822514270543,0.269318181818182,0.997416020671835,0.927698051902753,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Progesterone-Mediated Oocyte Maturation","multiGSEA"
"518","(KEGG) Estrogen signaling pathway",0.00288761486478155,0.0690806325343894,0.580985915492958,1,0.291666666666667,0.997416020671835,0.823536445667441,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Estrogen Signaling Pathway","multiGSEA"
"519","(KEGG) Melanogenesis",0.537621359223301,0.825116599128374,0.944444444444444,1,0.420499342969777,0.997416020671835,0.995836428305032,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Melanogenesis","multiGSEA"
"520","(KEGG) Prolactin signaling pathway",0.193992490613267,0.633278729552021,0.844802342606149,1,0.111695137976347,0.997416020671835,0.986727354192614,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Prolactin Signaling Pathway","multiGSEA"
"521","(KEGG) Thyroid hormone synthesis",0.0656836461126005,0.475060789326018,0.990922844175492,1,0.545833333333333,0.997416020671835,0.973388211490391,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Thyroid Hormone Synthesis","multiGSEA"
"522","(KEGG) Thyroid hormone signaling pathway",0.0245614035087719,0.282910981156595,0.929411764705882,1,0.58772874058127,0.997416020671835,0.94194388047018,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Thyroid Hormone Signaling Pathway","multiGSEA"
"523","(KEGG) Adipocytokine signaling pathway",0.746851385390428,0.932814380949491,0.0221614146967366,0.291952550135269,0.791907514450867,0.997416020671835,0.984714817335852,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Adipocytokine Signaling Pathway","multiGSEA"
"524","(KEGG) Oxytocin signaling pathway",0.303172737955347,0.695332774384158,0.951417004048583,1,0.774663677130045,0.997416020671835,0.990324083012463,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Oxytocin Signaling Pathway","multiGSEA"
"525","(KEGG) Glucagon signaling pathway",0.174334140435835,0.619571280580126,0.00122271829232473,0.0411648491749326,0.98849252013809,0.997416020671835,0.784406236711923,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Glucagon Signaling Pathway","multiGSEA"
"526","(KEGG) Regulation of lipolysis in adipocytes",0.264075067024129,0.678933416497739,0.826687116564417,1,0.913897280966767,0.997416020671835,0.989443018209743,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Regulation Of Lipolysis In Adipocytes","multiGSEA"
"527","(KEGG) Renin secretion",0.976190476190476,0.992274604092481,0.0797546012269939,0.577888519748985,0.982507288629738,0.997416020671835,0.99911419111961,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Renin Secretion","multiGSEA"
"528","(KEGG) Aldosterone synthesis and secretion",0.0119897672642412,0.19178703306677,0.137931034482759,0.735325345062946,0.956975228161669,0.997416020671835,0.92983694829516,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Aldosterone Synthesis And Secretion","multiGSEA"
"529","(KEGG) Relaxin signaling pathway",0.177304964539007,0.619571280580126,0.946236559139785,1,0.46112600536193,0.997416020671835,0.985829961116989,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Relaxin Signaling Pathway","multiGSEA"
"530","(KEGG) Cortisol synthesis and secretion",0.0920162381596752,0.505259737622355,0.602305475504323,1,0.581632653061224,0.997416020671835,0.976519834530161,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Cortisol Synthesis And Secretion","multiGSEA"
"531","(KEGG) Parathyroid hormone synthesis, secretion and action",0.174016686531585,0.619571280580126,0.838068181818182,1,0.922802850356295,0.997416020671835,0.985829961116989,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Parathyroid Hormone Synthesis, Secretion And Action","multiGSEA"
"532","(KEGG) GnRH secretion",0.0595238095238095,0.461708683473389,0.865067466266867,1,0.882768361581921,0.997416020671835,0.971892214996589,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Gnrh Secretion","multiGSEA"
"533","(KEGG) Type II diabetes mellitus",0.14828897338403,0.605844155844156,0.152238805970149,0.792996011964108,0.895480225988701,0.997416020671835,0.987490933446871,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Type Ii Diabetes Mellitus","multiGSEA"
"534","(KEGG) Insulin resistance",0.0469314079422383,0.405079778573754,0.66120218579235,1,0.617117117117117,0.997416020671835,0.96465576325909,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Insulin Resistance","multiGSEA"
"535","(KEGG) Non-alcoholic fatty liver disease",0.372235872235872,0.747476365966993,0.816901408450704,1,0.868872549019608,0.997416020671835,0.99283077412114,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Non-Alcoholic Fatty Liver Disease","multiGSEA"
"536","(KEGG) AGE-RAGE signaling pathway in diabetic complications",0.230120481927711,0.660124742840349,0.925650557620818,1,0.808147174770039,0.997416020671835,0.98837286248189,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Age-Rage Signaling Pathway In Diabetic Complications","multiGSEA"
"537","(KEGG) Cushing syndrome",0.572599531615925,0.832033196153505,0.532818532818533,1,0.24364896073903,0.997416020671835,0.996066612870326,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Cushing Syndrome","multiGSEA"
"538","(KEGG) Growth hormone synthesis, secretion and action",0.0356294536817102,0.382095175690065,1,1,0.539884393063584,0.997416020671835,0.961236188204278,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Growth Hormone Synthesis, Secretion And Action","multiGSEA"
"539","(KEGG) Type I diabetes mellitus",0.616666666666667,0.848598820058997,0.293774319066148,0.987727708533078,NA,NA,0.98979053531229,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Type I Diabetes Mellitus","multiGSEA"
"540","(KEGG) Maturity onset diabetes of the young",0.522077922077922,0.825116599128374,NA,NA,NA,NA,0.825116599128374,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Maturity Onset Diabetes Of The Young","multiGSEA"
"541","(KEGG) Aldosterone-regulated sodium reabsorption",0.173734610123119,0.619571280580126,0.695178849144635,1,0.979411764705882,0.997416020671835,0.985829961116989,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Aldosterone-Regulated Sodium Reabsorption","multiGSEA"
"542","(KEGG) Endocrine and other factor-regulated calcium reabsorption",0.613297150610583,0.847712950399518,0.891364902506964,1,0.47583081570997,0.997416020671835,0.996567292252339,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Endocrine And Other Factor-Regulated Calcium Reabsorption","multiGSEA"
"543","(KEGG) Vasopressin-regulated water reabsorption",0.188489208633094,0.632043749769057,0.880829015544041,1,0.721074380165289,0.997416020671835,0.986648139180985,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Vasopressin-Regulated Water Reabsorption","multiGSEA"
"544","(KEGG) Proximal tubule bicarbonate reclamation",0.904761904761905,0.972519772495173,0.812345679012346,1,0.402892561983471,0.997416020671835,0.999572591442659,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Proximal Tubule Bicarbonate Reclamation","multiGSEA"
"545","(KEGG) Salivary secretion",0.571621621621622,0.832033196153505,0.574285714285714,1,0.878552971576227,0.997416020671835,0.996066612870326,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Salivary Secretion","multiGSEA"
"546","(KEGG) Gastric acid secretion",0.46042216358839,0.804445465595446,0.341538461538462,0.987727708533078,0.642857142857143,0.997416020671835,0.999672552036891,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Gastric Acid Secretion","multiGSEA"
"547","(KEGG) Pancreatic secretion",0.308539944903581,0.695332774384158,0.919689119170985,1,0.878552971576227,0.997416020671835,0.990324083012463,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pancreatic Secretion","multiGSEA"
"548","(KEGG) Carbohydrate digestion and absorption",0.390420899854862,0.749511727499149,0.8448,1,0.416184971098266,0.997416020671835,0.992920129985652,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Carbohydrate Digestion And Absorption","multiGSEA"
"549","(KEGG) Fat digestion and absorption",0.928571428571429,0.973337094347733,0.895491803278688,1,NA,NA,0.973337094347733,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Fat Digestion And Absorption","multiGSEA"
"550","(KEGG) Bile secretion",0.960843373493976,0.989477778664326,0.671497584541063,1,NA,NA,0.989477778664326,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Bile Secretion","multiGSEA"
"551","(KEGG) Vitamin digestion and absorption",NA,NA,NA,NA,NA,NA,NA,NA,"X1O2NoCyA vs X19O2NoCyA",NA,"Vitamin Digestion And Absorption","multiGSEA"
"552","(KEGG) Mineral absorption",0.529411764705882,0.825116599128374,0.325819672131148,0.987727708533078,0.30635838150289,0.997416020671835,0.999722294871688,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Mineral Absorption","multiGSEA"
"553","(KEGG) Cholesterol metabolism",0.264150943396226,0.678933416497739,0.475460122699386,1,0.518126888217523,0.997416020671835,0.989443018209743,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Cholesterol Metabolism","multiGSEA"
"554","(KEGG) Alzheimer disease",0.954010695187166,0.988991087344028,0.950354609929078,1,0.0355648535564854,0.997416020671835,0.99983883037642,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Alzheimer Disease","multiGSEA"
"555","(KEGG) Parkinson disease",0.949506037321625,0.987613303033529,0.852941176470588,1,0.580387685290764,0.997416020671835,0.999817885689382,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Parkinson Disease","multiGSEA"
"556","(KEGG) Amyotrophic lateral sclerosis",0.90997830802603,0.972519772495173,0.259493670886076,0.987727708533078,0.0904198062432723,0.997416020671835,0.999970987397508,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Amyotrophic Lateral Sclerosis","multiGSEA"
"557","(KEGG) Huntington disease",0.15695067264574,0.614320987654321,0.393034825870647,1,0.264800861141012,0.997416020671835,0.985475444321633,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Huntington Disease","multiGSEA"
"558","(KEGG) Spinocerebellar ataxia",0.350649350649351,0.736837486837487,0.516005121638924,1,0.144144144144144,0.997416020671835,0.992353731069292,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Spinocerebellar Ataxia","multiGSEA"
"559","(KEGG) Prion disease",0.21830985915493,0.646613011401744,0.844913151364764,1,0.316455696202532,0.997416020671835,0.987562647143487,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Prion Disease","multiGSEA"
"560","(KEGG) Cocaine addiction",0.135818908122503,0.603729246487867,0.354466858789625,1,0.421450151057402,0.997416020671835,0.984741416046331,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Cocaine Addiction","multiGSEA"
"561","(KEGG) Amphetamine addiction",0.294422827496757,0.693678025390088,0.773162939297125,1,0.990873533246415,0.997416020671835,0.990237302221614,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Amphetamine Addiction","multiGSEA"
"562","(KEGG) Morphine addiction",0.372340425531915,0.747476365966993,0.589506172839506,1,0.334959349593496,0.997416020671835,0.99283077412114,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Morphine Addiction","multiGSEA"
"563","(KEGG) Alcoholism",0.32810615199035,0.713573519363628,0.0931899641577061,0.601488833746898,0.986486486486487,0.997416020671835,0.981624744847972,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Alcoholism","multiGSEA"
"564","(KEGG) Bacterial invasion of epithelial cells",0.315555555555556,0.697577544219431,0.303693570451436,0.987727708533078,0.573604060913706,0.997416020671835,0.999339560586194,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Bacterial Invasion Of Epithelial Cells","multiGSEA"
"565","(KEGG) Vibrio cholerae infection",0.528301886792453,0.825116599128374,0.878962536023055,1,0.626016260162602,0.997416020671835,0.995836428305032,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Vibrio Cholerae Infection","multiGSEA"
"566","(KEGG) Epithelial cell signaling in Helicobacter pylori infection",0.712418300653595,0.919450519674067,0.340490797546012,0.987727708533078,0.361702127659574,0.997416020671835,0.999901075380651,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Epithelial Cell Signaling In Helicobacter Pylori Infection","multiGSEA"
"567","(KEGG) Pathogenic Escherichia coli infection",0.925842696629213,0.973337094347733,0.9825,1,0.746102449888641,0.997416020671835,0.999586592428677,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pathogenic Escherichia Coli Infection","multiGSEA"
"568","(KEGG) Shigellosis",0.379746835443038,0.747476365966993,0.386503067484663,1,0.680412371134021,0.997416020671835,0.99283077412114,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Shigellosis","multiGSEA"
"569","(KEGG) Salmonella infection",0.978655282817503,0.992274604092481,0.941558441558442,1,0.480749219562955,0.997416020671835,0.999887736508598,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Salmonella Infection","multiGSEA"
"570","(KEGG) Pertussis",0.95778364116095,0.989477778664326,0.661538461538462,1,0.233236151603499,0.997416020671835,0.999846169085766,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pertussis","multiGSEA"
"571","(KEGG) Legionellosis",0.700934579439252,0.919450519674067,0.641592920353982,1,0.717522658610272,0.997416020671835,0.998502563921795,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Legionellosis","multiGSEA"
"572","(KEGG) Yersinia infection",0.133640552995392,0.603729246487867,0.987421383647799,1,0.307855626326964,0.997416020671835,0.984741416046331,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Yersinia Infection","multiGSEA"
"573","(KEGG) Leishmaniasis",0.606060606060606,0.843703226342924,0.387142857142857,1,0.243101182654402,0.997416020671835,0.996442014581514,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Leishmaniasis","multiGSEA"
"574","(KEGG) Chagas disease",0.908543922984356,0.972519772495173,0.512544802867383,1,0.983965014577259,0.997416020671835,0.999572591442659,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Chagas Disease","multiGSEA"
"575","(KEGG) African trypanosomiasis",0.0812407680945347,0.505119694936798,0.493036211699164,1,0.870731707317073,0.997416020671835,0.97650606717425,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"African Trypanosomiasis","multiGSEA"
"576","(KEGG) Malaria",0.9858934169279,0.992274604092481,0.840579710144927,1,NA,NA,0.992274604092481,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Malaria","multiGSEA"
"577","(KEGG) Toxoplasmosis",0.729559748427673,0.926094211269413,0.62890625,1,0.299287410926366,0.997416020671835,0.998653351030136,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Toxoplasmosis","multiGSEA"
"578","(KEGG) Amoebiasis",0.11978465679677,0.601486156351791,0.898148148148148,1,0.952845528455285,0.997416020671835,0.984582662459432,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Amoebiasis","multiGSEA"
"579","(KEGG) Staphylococcus aureus infection",0.446254071661238,0.788551228901392,0.618357487922705,1,NA,NA,0.788551228901392,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Staphylococcus Aureus Infection","multiGSEA"
"580","(KEGG) Tuberculosis",0.415384615384615,0.766262489087205,0.00896471686302341,0.142963642605058,0.63431151241535,0.997416020671835,0.921889496098162,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Tuberculosis","multiGSEA"
"581","(KEGG) Hepatitis C",0.642857142857143,0.87372889119614,0.798165137614679,1,0.783659378596087,0.997416020671835,0.997335178976228,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Hepatitis C","multiGSEA"
"582","(KEGG) Hepatitis B",0.28314606741573,0.687956460674157,0.0978266191990324,0.601488833746898,0.97164667393675,0.997416020671835,0.979618028168478,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Hepatitis B","multiGSEA"
"583","(KEGG) Measles",0.735915492957746,0.9302697664065,0.223175965665236,0.935551206784084,0.700234192037471,0.997416020671835,0.999587670334845,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Measles","multiGSEA"
"584","(KEGG) Human cytomegalovirus infection",0.0863387978142077,0.505259737622355,1,1,0.521966527196653,0.997416020671835,0.976519834530161,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Human Cytomegalovirus Infection","multiGSEA"
"585","(KEGG) Influenza A",0.0623529411764706,0.461708683473389,0.654545454545455,1,0.605700712589074,0.997416020671835,0.971892214996589,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Influenza A","multiGSEA"
"586","(KEGG) Human papillomavirus infection",0.710945802337938,0.919450519674067,0.071720013382009,0.571872738282861,0.448893572181243,0.997416020671835,0.994266908329925,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Human Papillomavirus Infection","multiGSEA"
"587","(KEGG) Human T-cell leukemia virus 1 infection",0.562979189485214,0.832033196153505,0.0287859824780976,0.300763885891848,0.636079249217935,0.997416020671835,0.969156330300425,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Human T-Cell Leukemia Virus 1 Infection","multiGSEA"
"588","(KEGG) Kaposi sarcoma-associated herpesvirus infection",0.503311258278146,0.825116599128374,0.54950495049505,1,0.731409544950056,0.997416020671835,0.995836428305032,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Kaposi Sarcoma-Associated Herpesvirus Infection","multiGSEA"
"589","(KEGG) Herpes simplex virus 1 infection",0.040041067761807,0.385757057313944,0.833541927409262,1,0.95,0.997416020671835,0.96180227816075,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Herpes Simplex Virus 1 Infection","multiGSEA"
"590","(KEGG) Epstein-Barr virus infection",0.487264673311185,0.815861164362829,0.186170212765957,0.86822892133773,0.712328767123288,0.997416020671835,0.997277388152272,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Epstein-Barr Virus Infection","multiGSEA"
"591","(KEGG) Human immunodeficiency virus 1 infection",0.416393442622951,0.766262489087205,0.993909866017052,1,0.920502092050209,0.997416020671835,0.993632838581124,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Human Immunodeficiency Virus 1 Infection","multiGSEA"
"592","(KEGG) Pathways in cancer",0.5,0.825116599128374,0.360544217687075,1,0.29959100204499,0.997416020671835,0.995836428305032,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pathways In Cancer","multiGSEA"
"593","(KEGG) Transcriptional misregulation in cancer",0.0100974458667702,0.181836621910431,0.88780487804878,1,0.518055555555556,0.997416020671835,0.909063062252447,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Transcriptional Misregulation In Cancer","multiGSEA"
"594","(KEGG) Viral carcinogenesis",0.543887147335423,0.825116599128374,0.703703703703704,1,0.248062015503876,0.997416020671835,0.995836428305032,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Viral Carcinogenesis","multiGSEA"
"595","(KEGG) Chemical carcinogenesis",0.213058419243986,0.637126619085382,0.189119170984456,0.86822892133773,0.960743801652893,0.997416020671835,0.993101899040481,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Chemical Carcinogenesis","multiGSEA"
"596","(KEGG) Proteoglycans in cancer",0.768640350877193,0.948599798106377,0.805243445692884,1,0.752360965372508,0.997416020671835,0.999128724059659,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Proteoglycans In Cancer","multiGSEA"
"597","(KEGG) MicroRNAs in cancer",0.565952649379932,0.832033196153505,0.654901960784314,1,0.680716543730242,0.997416020671835,0.996066612870326,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Micrornas In Cancer","multiGSEA"
"598","(KEGG) Colorectal cancer",0.312138728323699,0.697577544219431,0.979452054794521,1,0.176470588235294,0.997416020671835,0.990441059871766,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Colorectal Cancer","multiGSEA"
"599","(KEGG) Renal cell carcinoma",0.262222222222222,0.678933416497739,0.0143394720143796,0.197493637288955,0.860277136258661,0.997416020671835,0.917992432599668,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Renal Cell Carcinoma","multiGSEA"
"600","(KEGG) Pancreatic cancer",0.60233918128655,0.843703226342924,0.973282442748092,1,0.98125,0.997416020671835,0.996442014581514,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Pancreatic Cancer","multiGSEA"
"601","(KEGG) Endometrial cancer",0.411167512690355,0.766262489087205,0.599708879184862,1,0.310429447852761,0.997416020671835,0.993632838581124,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Endometrial Cancer","multiGSEA"
"602","(KEGG) Glioma",0.42274412855377,0.76885043263288,0.440140845070423,1,0.560916767189385,0.997416020671835,0.993739410401464,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Glioma","multiGSEA"
"603","(KEGG) Prostate cancer",0.421686746987952,0.76885043263288,0.95910780669145,1,0.769850402761795,0.997416020671835,0.993739410401464,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Prostate Cancer","multiGSEA"
"604","(KEGG) Thyroid cancer",0.828457446808511,0.96478838116328,0.500749625187406,1,0.808333333333333,0.997416020671835,0.999436258636338,0.999991866363948,"X1O2NoCyA vs X19O2NoCyA",3.53240762097224e-06,"Thyroid Cancer","multiGSEA"
