"","Pathway","Method","Contrast","negativelog10pvalue","pvalue","FDR","negativelog10FDR"
"370","Herpes simplex virus 1 infection","Proteomics","X1O2NoCyA - X19O2NoCyA",6.59518333551078,2.53990027144362e-07,2.08375491657212e-06,5.68115336245482
"372","Arrhythmogenic right ventricular cardiomyopathy","Proteomics","X1O2NoCyA - X19O2NoCyA",5.77967520272275,1.66082853252021e-06,1.02715856934327e-05,4.98836250628113
"373","Renin secretion","Proteomics","X1O2NoCyA - X19O2NoCyA",2.50638139134402,0.00311615182116138,0.00766173108322248,2.11567309525585
"374","African trypanosomiasis","Proteomics","X1O2NoCyA - X19O2NoCyA",2.27835056617234,0.00526804448748973,0.012312522581226,1.90965295999542
"375","Measles","Proteomics","X1O2NoCyA - X19O2NoCyA",3.79908371824947,0.00015882405565065,0.000529852866154035,3.27584471207589
"381","Alzheimer disease","Proteomics","X1O2NoCyA - X19O2NoCyA",10.7430302994972,1.80704804898368e-11,4.68666655284799e-10,9.32913594458297
"382","Amphetamine addiction","Proteomics","X1O2NoCyA - X19O2NoCyA",3.31508709647939,0.000484075277977462,0.00140501005451169,2.85232056785618
"386","Gastric acid secretion","Proteomics","X1O2NoCyA - X19O2NoCyA",2.48710067761562,0.00325761174691054,0.00793672680156386,2.10035856874505
"387","Apoptosis - multiple species","Proteomics","X1O2NoCyA - X19O2NoCyA",4.90267510052609,1.25119470980854e-05,5.98786039694087e-05,4.2227283335035
"388","Choline metabolism in cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",3.76620383795191,0.000171315304315423,0.000569163242436364,3.24476315518389
"389","Human T-cell leukemia virus 1 infection","Proteomics","X1O2NoCyA - X19O2NoCyA",1.93116467623172,0.011717509755521,0.025600211531084,1.59175644615678
"393","Cellular senescence","Proteomics","X1O2NoCyA - X19O2NoCyA",7.84462121007887,1.43014077779935e-08,1.74217149295557e-07,6.75890909687228
"394","Tight junction","Proteomics","X1O2NoCyA - X19O2NoCyA",3.24698025343591,0.000566265035473172,0.00160308833986067,2.79504254473449
"396","Cholinergic synapse","Proteomics","X1O2NoCyA - X19O2NoCyA",4.35903793308928,4.37483891823795e-05,0.000170746140304044,3.76764910470998
"397","Olfactory transduction","Proteomics","X1O2NoCyA - X19O2NoCyA",2.3845168249305,0.00412556254033699,0.00990135009680878,2.0043055832189
"398","AMPK signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",8.50054654223452,3.15830056325177e-09,4.45486605763934e-08,7.35116534915856
"399","Fanconi anemia pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",9.01608011369533,9.63651243830654e-10,1.58117469395887e-08,7.80102014497539
"400","Glioma","Proteomics","X1O2NoCyA - X19O2NoCyA",5.87770981813997,1.32522671408399e-06,8.38962423719311e-06,5.07625749034747
"401","Calcium signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",2.76445265993552,0.00172007482696217,0.00446109729315349,2.35055830502135
"403","Neutrophil extracellular trap formation","Proteomics","X1O2NoCyA - X19O2NoCyA",3.48759358617837,0.000325391657249033,0.000996373578580671,3.00157779742292
"408","Thyroid hormone signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",9.92598938359303,1.18579773485245e-10,2.5088983653194e-09,8.60051693146139
"409","Signaling pathways regulating pluripotency of stem cells","Proteomics","X1O2NoCyA - X19O2NoCyA",3.6105747372901,0.000245146254784281,0.00078213328907366,3.1067192293232
"411","Adrenergic signaling in cardiomyocytes","Proteomics","X1O2NoCyA - X19O2NoCyA",2.17117172964913,0.00674261357115582,0.0154887466034551,1.80998372525096
"4121","Insulin signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",7.69498942094013,2.01841553004114e-08,2.42209863604936e-07,6.61580817489251
"413","Rap1 signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.60470320693114,2.48483063681977e-05,0.00010916960830618,3.96189824791312
"414","Chemical carcinogenesis - reactive oxygen species","Proteomics","X1O2NoCyA - X19O2NoCyA",5.46097365593004,3.45960362959405e-06,1.98680094156687e-05,4.70184564285982
"415","Progesterone-mediated oocyte maturation","Proteomics","X1O2NoCyA - X19O2NoCyA",4.22010021831484,6.02420554744669e-05,0.000219161142993083,3.6592364432515
"420","Pathogenic Escherichia coli infection","Proteomics","X1O2NoCyA - X19O2NoCyA",2.65483332388656,0.0022139442272322,0.00559751936696442,2.25200439512254
"421","Leukocyte transendothelial migration","Proteomics","X1O2NoCyA - X19O2NoCyA",3.04099809723555,0.00090991725922314,0.00244673403483413,2.61141323681152
"423","Bacterial invasion of epithelial cells","Proteomics","X1O2NoCyA - X19O2NoCyA",3.23520071332577,0.000581834255388429,0.0016413850573063,2.78478952458583
"426","Fructose and mannose metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",5.3227615489237,4.75596282259858e-06,2.60122048256412e-05,4.58482283492342
"427","Central carbon metabolism in cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",3.8161775008289,0.000152694185311781,0.000514699573862254,3.28844619131724
"429","JAK-STAT signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",2.90754486552037,0.00123724336783034,0.00328298240176764,2.48373144527422
"432","Proteoglycans in cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",5.77614382476358,1.67438827911443e-06,1.02763982931908e-05,4.98815907167089
"433","Autophagy - animal","Proteomics","X1O2NoCyA - X19O2NoCyA",8.63265738716493,2.32992860233987e-09,3.53445772883255e-08,7.45167720801727
"435","Endocytosis","Proteomics","X1O2NoCyA - X19O2NoCyA",11.253072328634,5.58377193272267e-12,1.79574105356361e-10,9.74575628855755
"436","EGFR tyrosine kinase inhibitor resistance","Proteomics","X1O2NoCyA - X19O2NoCyA",4.33400384392075,4.63442817806787e-05,0.00017743239310317,3.75096708990622
"437","Diabetic cardiomyopathy","Proteomics","X1O2NoCyA - X19O2NoCyA",4.4388056945167,3.64077889929027e-05,0.000149346236481091,3.82580571712473
"438","Pertussis","Proteomics","X1O2NoCyA - X19O2NoCyA",5.71954752781289,1.90744696761134e-06,1.14446818056681e-05,4.94139627742924
"439","Toll-like receptor signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.25979894691201,5.49795338219299e-05,0.000204927334153014,3.68840010953401
"4401","Metabolism of xenobiotics by cytochrome P450","Proteomics","X1O2NoCyA - X19O2NoCyA",1.43482004579926,0.0367434519075172,0.0749790236894514,1.12506021887638
"441","Platinum drug resistance","Proteomics","X1O2NoCyA - X19O2NoCyA",4.54713723072419,2.83702242906955e-05,0.000121976793207055,3.91372278851224
"443","Pathways of neurodegeneration - multiple diseases","Proteomics","X1O2NoCyA - X19O2NoCyA",13.3202055604389,4.78403600540598e-14,2.40397809271651e-12,11.6190694943464
"444","Human papillomavirus infection","Proteomics","X1O2NoCyA - X19O2NoCyA",9.28742669045192,5.15909243962673e-10,8.9163540688753e-09,8.04981269399332
"445","Notch signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.85321568503972,1.40211719373233e-05,6.59241066526781e-05,4.18095574668343
"449","Prolactin signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",11.1469927477437,7.12864934113956e-12,2.204397719337e-10,9.65671004696605
"450","Yersinia infection","Proteomics","X1O2NoCyA - X19O2NoCyA",1.44837442571534,0.0356143952562327,0.0728599841883234,1.13751092734231
"4521","Arginine and proline metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",2.72068834254066,0.00190244301719551,0.00484039299311769,2.31511937641061
"459","Natural killer cell mediated cytotoxicity","Proteomics","X1O2NoCyA - X19O2NoCyA",3.46059677801566,0.000346260715405498,0.00104267271605251,2.98185199063178
"460","Long-term potentiation","Proteomics","X1O2NoCyA - X19O2NoCyA",3.46291852480376,0.000344414538100572,0.00104234420248263,2.98198884480361
"462","Prion disease","Proteomics","X1O2NoCyA - X19O2NoCyA",5.22678619945513,5.93217289989117e-06,3.17964467434167e-05,4.49762140976236
"4631","Nicotinate and nicotinamide metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",5.4235653019451,3.77081041604201e-06,2.15016423723247e-05,4.66752836585202
"4641","Colorectal cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",4.51706700592728,3.04041589329803e-05,0.000128429178176364,3.89133629650553
"467","Ether lipid metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",4.42513618082643,3.7571957220262e-05,0.000153339358401476,3.81434635823957
"469","Staphylococcus aureus infection","Proteomics","X1O2NoCyA - X19O2NoCyA",3.633089222885,0.000232761301607682,0.00075103224986488,3.12434141367807
"471","Regulation of actin cytoskeleton","Proteomics","X1O2NoCyA - X19O2NoCyA",7.22295637897628,5.98471703209134e-08,6.16886217154031e-07,6.20979493291831
"473","Phospholipase D signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.21654285798178,6.07375321588684e-05,0.000219968359710496,3.65763978368397
"474","Various types of N-glycan biosynthesis","Proteomics","X1O2NoCyA - X19O2NoCyA",6.89088592004565,1.28562432185043e-07,1.18809420088246e-06,5.92514912391582
"475","Legionellosis","Proteomics","X1O2NoCyA - X19O2NoCyA",8.53226043928435,2.9358885197161e-09,4.21509708902098e-08,7.3751924175421
"4761","Coronavirus disease - COVID-19","Proteomics","X1O2NoCyA - X19O2NoCyA",13.1318118663029,7.3822395494733e-14,3.49136505751561e-12,11.4570047389327
"477","Spinocerebellar ataxia","Proteomics","X1O2NoCyA - X19O2NoCyA",4.23681192323427,5.79679679757548e-05,0.000213044324740337,3.67153003042285
"478","Cytokine-cytokine receptor interaction","Proteomics","X1O2NoCyA - X19O2NoCyA",1.77142853108485,0.0169266677227791,0.0359077594963441,1.44481169230447
"479","Aldosterone synthesis and secretion","Proteomics","X1O2NoCyA - X19O2NoCyA",3.37318881449543,0.00042345882245468,0.00124255800457505,2.90568332856736
"482","B cell receptor signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.1387522081822,0.000726520363928896,0.00200312403529175,2.69829215795807
"483","Aminoacyl-tRNA biosynthesis","Proteomics","X1O2NoCyA - X19O2NoCyA",6.51524707914926,3.05318359945676e-07,2.40662707251298e-06,5.61859120216273
"485","Regulation of lipolysis in adipocytes","Proteomics","X1O2NoCyA - X19O2NoCyA",4.23545277916845,5.81496654992581e-05,0.000213044324740337,3.67153003042285
"486","Prostate cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",3.83303750848092,0.000146879941714633,0.000498276257968628,3.30252980574257
"487","Breast cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",6.27293274105932,5.33417499157346e-07,3.70989501799211e-06,5.43063837980593
"488","Ras signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",6.35440189757093,4.42178989049191e-07,3.20280997473468e-06,5.49446882760914
"489","PI3K-Akt signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",3.4918165358183,0.000322242979312295,0.000992656533973506,3.00320099440813
"490","Lipid and atherosclerosis","Proteomics","X1O2NoCyA - X19O2NoCyA",8.46577146110717,3.42159449798967e-09,4.74303789031672e-08,7.32394340592166
"4911","Apoptosis","Proteomics","X1O2NoCyA - X19O2NoCyA",12.3767540103811,4.1999680787579e-13,1.77724965016913e-11,10.7502515625855
"4921","Circadian entrainment","Proteomics","X1O2NoCyA - X19O2NoCyA",2.24942105594556,0.00563091464269698,0.0131224793412417,1.88198410227038
"4951","Human cytomegalovirus infection","Proteomics","X1O2NoCyA - X19O2NoCyA",3.59940699725723,0.000251531860257636,0.000799334449198178,3.0972714696846
"498","Longevity regulating pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.32999650880007,4.67738901324506e-05,0.000178228472353034,3.74902291534932
"499","Platelet activation","Proteomics","X1O2NoCyA - X19O2NoCyA",4.76309385410259,1.72546496653893e-05,7.83770527173617e-05,4.10581107171595
"5001","ErbB signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",4.82935741629593,1.48129850220072e-05,6.8494055905145e-05,4.16434711609307
"501","Dopaminergic synapse","Proteomics","X1O2NoCyA - X19O2NoCyA",2.11493622929395,0.00767474175059998,0.0174307693996678,1.75868344257128
"502","Bladder cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",2.61359690973318,0.00243446250629761,0.00607990372593464,2.2161032976395
"503","Sphingolipid metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",2.35549643255016,0.00441065986179944,0.0105540789550201,1.97657966119156
"5041","Axon guidance","Proteomics","X1O2NoCyA - X19O2NoCyA",2.20953092626888,0.00617261334918213,0.0142608653239725,1.84585412146701
"505","Neurotrophin signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",7.31008808442564,4.89679491578135e-08,5.24936414971761e-07,6.27989329906889
"507","Sphingolipid signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",5.00209022908197,9.95198633265055e-06,5.0008731321569e-05,4.30095416298944
"508","Longevity regulating pathway - multiple species","Proteomics","X1O2NoCyA - X19O2NoCyA",4.46112423422644,3.45840432602765e-05,0.00014259267067314,3.84590279684051
"509","Vascular smooth muscle contraction","Proteomics","X1O2NoCyA - X19O2NoCyA",5.32430188316673,4.73912448663e-06,2.60122048256412e-05,4.58482283492342
"510","Thyroid hormone synthesis","Proteomics","X1O2NoCyA - X19O2NoCyA",12.1987888852259,6.32719347664084e-13,2.42241121677106e-11,10.6157521312114
"514","Galactose metabolism","Proteomics","X1O2NoCyA - X19O2NoCyA",17.1578863836445,6.95206167608405e-18,7.98493941081653e-16,15.0977283749103
"517","Estrogen signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",5.36520601678713,4.31314425157094e-06,2.39156412294003e-05,4.62131797027365
"520","Focal adhesion","Proteomics","X1O2NoCyA - X19O2NoCyA",5.1657219754444,6.82775650299077e-06,3.54162337316425e-05,4.45079762486624
"5211","TNF signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",10.0409828660566,9.0994917156875e-11,2.03221981650354e-09,8.69202931807547
"522","Gastric cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",6.81089478571257,1.54562884572402e-07,1.35074520865447e-06,5.86942656430967
"524","Shigellosis","Proteomics","X1O2NoCyA - X19O2NoCyA",9.3478162733598,4.48935270136611e-10,8.02097682644078e-09,8.09577273838669
"525","Endocrine resistance","Proteomics","X1O2NoCyA - X19O2NoCyA",7.36360543559901,4.32906956236084e-08,4.83412767796961e-07,6.31568188328183
"526","Chemokine signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",10.8938898880539,1.27676248085081e-11,3.42172344868016e-10,9.46575509402508
"529","Type II diabetes mellitus","Proteomics","X1O2NoCyA - X19O2NoCyA",5.1146962094089,7.6789844933332e-06,3.95763046964096e-05,4.40256475901491
"530","Transcriptional misregulation in cancer","Proteomics","X1O2NoCyA - X19O2NoCyA",1.33018899143371,0.0467531641801467,0.0925850837459062,1.03345897626245
"5321","Osteoclast differentiation","Proteomics","X1O2NoCyA - X19O2NoCyA",4.39033940080956,4.07062034794263e-05,0.000162290434074375,3.78970707814757
"5341","Chagas disease","Proteomics","X1O2NoCyA - X19O2NoCyA",3.49994293799276,0.000316269317952953,0.00098177811441766,3.00798665332556
"536","Oxytocin signaling pathway","Proteomics","X1O2NoCyA - X19O2NoCyA",6.71954039061065,1.90747831488188e-07,1.61432901596319e-06,5.79200794715105
"5371","Hepatocellular carcinoma","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.97836823942461,0.0105107029064631,0.0232159481780119,1.63421357432521
"539","Viral life cycle - HIV-1","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.11778132092789,0.00762462834138685,0.0173660090268414,1.76029997756726
"5401","GnRH signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",11.1107744150083,7.7486417993546e-12,2.26221219703885e-10,9.64546666038282
"542","Steroid biosynthesis","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.84004179089876,0.0144530068695976,0.0310701003292954,1.50765734435079
"545","C-type lectin receptor signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.97035564374088,1.07064219728495e-05,5.2809590590006e-05,4.27728719939638
"546","Acute myeloid leukemia","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.35343298006316,0.0443166598286623,0.0886333196573247,1.05240298439918
"548","Basal cell carcinoma","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.42596574199985,0.0375002582017657,0.076329639479037,1.11730678887786
"5501","cGMP-PKG signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",11.8444239731432,1.43079043064846e-12,5.22888866473348e-11,10.2815906052169
"554","Parkinson disease","Proteomics","X19O2NoCyA - X1O2PlusCyA",7.13538789956747,7.32170287180168e-08,7.26746803571426e-07,6.13861686969767
"5551","Amoebiasis","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.88883934313192,1.29169701769553e-06,8.27370687603083e-06,5.08229986951464
"556","Hypertrophic cardiomyopathy","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.16786641227452,6.79412585823535e-06,3.54162337316425e-05,4.45079762486624
"558","Oocyte meiosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",10.3244768143324,4.73721598061522e-11,1.08820618526132e-09,8.96328880993422
"559","Wnt signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.33383772557165,0.0463620119348909,0.0920371792485241,1.03603670003787
"562","Tuberculosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",11.6895660242238,2.04377920400164e-12,7.14434121746661e-11,10.146037811493
"5631","Cell cycle","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.37863035247872,4.18186152211679e-07,3.08460244383661e-06,5.51080080167089
"567","Autophagy - other","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.40586169619743,0.0392769995554812,0.0797442112187042,1.09830083337449
"569","Lysine degradation","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.99191386142455,0.0101879343693247,0.0226900255760029,1.64416501458176
"572","Melanogenesis","Proteomics","X19O2NoCyA - X1O2PlusCyA",15.8331020643306,1.46858110318795e-16,1.07339927905737e-14,13.9692387007403
"574","Terpenoid backbone biosynthesis","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.54283499797903,2.86526636720686e-05,0.00012253585953374,3.91173679849426
"575","cAMP signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",8.53990223482634,2.88468080812817e-09,4.21509708902098e-08,7.3751924175421
"576","FoxO signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.44085355393582,0.000362365168991741,0.0010790429476643,2.96696126934636
"579","Glucagon signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",26.5894141947701,2.57386524264144e-27,1.03469382754186e-24,23.9851881416856
"582","Endometrial cancer","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.91088192608045,0.012277729868705,0.0267514764618938,1.57265224349106
"588","Fluid shear stress and atherosclerosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.46586256834265,3.42087678378196e-07,2.67027663510747e-06,5.57344374429937
"599","p53 signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",48.1539892528904,7.01472656941859e-49,5.63984016181255e-46,45.2487332041419
"6011","Pyruvate metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.79874118973177,0.0158949369762693,0.0338082786479378,1.47097694082054
"605","Amyotrophic lateral sclerosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.05772595866158,0.00875536067283461,0.0197179551287368,1.70513812602532
"607","Glycosaminoglycan degradation","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.37108929635304,0.0425510913796508,0.0857420487950857,1.06680614329133
"6081","Thermogenesis","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.6600009918805,0.000218775662735001,0.00071212806817385,3.14744189639171
"610","Human immunodeficiency virus 1 infection","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.21668699320423,6.07173777118045e-06,3.19063867191443e-05,4.49612237527338
"614","Adipocytokine signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.89384350457301,0.0127689884880644,0.0276718780172609,1.55796136543961
"619","Pancreatic cancer","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.38669797430191,0.0410489474492574,0.0831318734236851,1.08023243231657
"620","Renal cell carcinoma","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.58703190341181,0.0258802279118632,0.0539059669459534,1.26836315933511
"6211","Apelin signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.43410586925704,3.68039244685347e-07,2.81812907359066e-06,5.55003911957853
"623","Peroxisome","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.17594764891091,0.00666887152838279,0.0153632455840108,1.81351702712164
"625","Kaposi sarcoma-associated herpesvirus infection","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.27143643932746,5.35258485182942e-07,3.70989501799211e-06,5.43063837980593
"629","Pathways in cancer","Proteomics","X19O2NoCyA - X1O2PlusCyA",8.33504695733066,4.62331029963344e-09,6.09367455886113e-08,7.21512074359298
"631","mTOR signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.38468129406248,0.0412400046839326,0.0833089541856327,1.07930831738772
"6321","Alcoholism","Proteomics","X19O2NoCyA - X1O2PlusCyA",7.26009312238677,5.4942305271588e-08,5.73683291407231e-07,6.2413277988108
"6331","Inflammatory mediator regulation of TRP channels","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.13619998293479,7.30802487725338e-07,4.97936610280654e-06,5.30282594149246
"6341","Mitophagy - animal","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.68087809517028,2.08507607398474e-07,1.74625121196222e-06,5.7578932794614
"635","Viral carcinogenesis","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.1459061433792,0.00714650754603482,0.0163697779686951,1.78595721109658
"638","Herpes simplex virus 1 infection","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.49838843579914,0.00317403392420466,0.00778025388737971,2.10900623076237
"639","Drug metabolism - cytochrome P450","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.55858743243924,0.0276320157368528,0.0571109014201276,1.2432809850165
"640","Arrhythmogenic right ventricular cardiomyopathy","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.41889722442869,3.81156013100995e-07,2.8910324012566e-06,5.53894704094501
"641","Renin secretion","Proteomics","X19O2NoCyA - X1O2PlusCyA",15.6995148036799,1.99749267928334e-16,1.33832009511984e-14,13.8734400009791
"6421","African trypanosomiasis","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.05832263908887,0.000874333987713729,0.00235894136282496,2.62728285441668
"643","Measles","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.70999190706111,0.00194988093482762,0.00494543934259119,2.30579512053041
"648","Butanoate metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.33075650940074,0.00466921089904985,0.0110738807163306,1.95570015885537
"649","Alzheimer disease","Proteomics","X19O2NoCyA - X1O2PlusCyA",10.4692969239629,3.39393152632374e-11,8.26885135504329e-10,9.08255481509231
"650","Amphetamine addiction","Proteomics","X19O2NoCyA - X1O2PlusCyA",9.52934149613759,2.95568742484383e-10,5.52644811528939e-09,8.25755390296872
"651","Fatty acid degradation","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.36599556085039,0.0430531011150443,0.0865367332412391,1.0627995034299
"652","Glycerolipid metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.57605890555673,0.0265424552881641,0.0551424652498294,1.25851382182719
"654","Gastric acid secretion","Proteomics","X19O2NoCyA - X1O2PlusCyA",15.0013991125589,9.96783607985389e-16,6.16472323707887e-14,13.2100864161173
"655","Apoptosis - multiple species","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.8708687876317,0.0134626703710489,0.0290967391890413,1.53615567876514
"661","Cellular senescence","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.3022174641234,0.000498634743738073,0.00143692592819143,2.84256561864855
"665","Olfactory transduction","Proteomics","X19O2NoCyA - X1O2PlusCyA",14.3886409135108,4.08657135517276e-15,2.34685954968493e-13,12.6295129004406
"666","AMPK signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",4.98785863790041,1.02835097011072e-05,5.10366777758652e-05,4.29211760369459
"667","Fanconi anemia pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.46236325692099,0.000344855171468133,0.00104234420248263,2.98198884480361
"668","Glioma","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.04293419336842,9.05869852762978e-07,6.0191682778631e-06,5.22046351493642
"669","Calcium signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.80971825850765,1.54982171452628e-06,9.65935394169864e-06,5.01505192005844
"673","Necroptosis","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.36291091187837,0.043359981488783,0.0869362222368617,1.0607992357501
"679","Adrenergic signaling in cardiomyocytes","Proteomics","X19O2NoCyA - X1O2PlusCyA",6.41041713541082,3.88671650506591e-07,2.92048604679719e-06,5.53454486434758
"6801","Insulin signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",8.86865182193245,1.35315696741657e-09,2.092188849621e-08,7.6793991168188
"681","Rap1 signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.01037451679456,9.76394857065925e-06,4.93724191874845e-05,4.30651559236656
"682","Chemical carcinogenesis - reactive oxygen species","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.79959451375928,0.0158637364527426,0.0338082786479378,1.47097694082054
"685","Propanoate metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.59210265502286,0.02557981180504,0.0535577309668024,1.27117783064194
"687","NOD-like receptor signaling pathway","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.33609989278816,0.0461211478348379,0.0917856506416081,1.03722520915031
"692","Dilated cardiomyopathy","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.08714936464145,8.18183346199037e-06,4.18993254996195e-05,4.37779296830223
"694","Fructose and mannose metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",18.4269302735058,3.74170656992708e-19,6.01666416444274e-17,16.2206442290933
"701","Autophagy - animal","Proteomics","X19O2NoCyA - X1O2PlusCyA",5.82979074637114,1.47982123023046e-06,9.2951271023851e-06,5.03174466727056
"702","Glycolysis / Gluconeogenesis","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.71297408857286,0.000193653750065167,0.000635500469601611,3.19688412418895
"704","EGFR tyrosine kinase inhibitor resistance","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.83002561957462,0.0147902113628819,0.0317102131620187,1.49880083855388
"708","Metabolism of xenobiotics by cytochrome P450","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.48406073827408,0.0328049410539842,0.0672836035903146,1.17209075654608
"709","Platinum drug resistance","Proteomics","X19O2NoCyA - X1O2PlusCyA",3.02408962174176,0.000946041914415693,0.00253539233063406,2.59595482771298
"711","Pathways of neurodegeneration - multiple diseases","Proteomics","X19O2NoCyA - X1O2PlusCyA",10.3962310876761,4.01577075214238e-11,9.49611671977198e-10,9.02245395596992
"712","Human papillomavirus infection","Proteomics","X19O2NoCyA - X1O2PlusCyA",2.29591658337007,0.00505921827044023,0.0118936008462981,1.92468664067775
"722","Protein processing in endoplasmic reticulum","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.8453885065169,0.0142761628539116,0.0307722116207639,1.51184128957713
"723","Cholesterol metabolism","Proteomics","X19O2NoCyA - X1O2PlusCyA",1.9755415097146,0.0105793379422189,0.0233035279603945,1.63257832542262
"728","Long-term potentiation","Proteomics","X19O2NoCyA - X1O2PlusCyA",10.9683426389634,1.07561626555466e-11,2.98205337071017e-10,9.52548458811391
