"","Pathway","P.value","Contrast","X.log10Pvalue","Pathway.Name","BHpvals","negativeLog10_adjpvals"
"393","hsa04122",1.78829359588371e-08,"1% O2, CyA- vs 19% O2, CyA-",7.74756117871415,"Sulfur relay system",1.35373825208397e-05,4.86846529921408
"394","hsa05167",0.0357762254844219,"1% O2, CyA- vs 19% O2, CyA-",1.4464054809223,"Kaposi sarcoma-associated herpesvirus infection",1,0
"395","hsa00562",0.0532100725718145,"1% O2, CyA- vs 19% O2, CyA-",1.27400614875208,"Inositol phosphate metabolism",1,0
"396","hsa04935",0.173740876547049,"1% O2, CyA- vs 19% O2, CyA-",0.760097991741035,"Growth hormone synthesis, secretion and action",1,0
"397","hsa00240",0.178991908027811,"1% O2, CyA- vs 19% O2, CyA-",0.747166602418466,"Pyrimidine metabolism",1,0
"398","hsa05200",0.0835388184126958,"1% O2, CyA- vs 19% O2, CyA-",1.07811167176272,"Pathways in cancer",1,0
"399","hsa00480",0.48041634207544,"1% O2, CyA- vs 19% O2, CyA-",0.318382227845999,"Glutathione metabolism",1,0
"400","hsa04150",8.48468252705231e-20,"1% O2, CyA- vs 19% O2, CyA-",19.0713644031199,"mTOR signaling pathway",6.9913784022911e-17,16.1554371914228
"401","hsa05034",5.52323815051552e-15,"1% O2, CyA- vs 19% O2, CyA-",14.2578062304999,"Alcoholism",4.39649756781035e-12,11.3568931627622
"402","hsa04750",0.239460790229021,"1% O2, CyA- vs 19% O2, CyA-",0.62076558864292,"Inflammatory mediator regulation of TRP channels",1,0
"403","hsa04137",0.00139324663376544,"1% O2, CyA- vs 19% O2, CyA-",2.85597199757294,"Mitophagy - animal",0.879138625905994,0.0559426383288009
"404","hsa05203",1.08519292020707e-06,"1% O2, CyA- vs 19% O2, CyA-",5.96449304823613,"Viral carcinogenesis",0.000786764867150123,3.10415504166513
"405","hsa03320",0.485034705782075,"1% O2, CyA- vs 19% O2, CyA-",0.314227185128894,"PPAR signaling pathway",1,0
"406","hsa00564",0.450431464385679,"1% O2, CyA- vs 19% O2, CyA-",0.346371279942243,"Glycerophospholipid metabolism",1,0
"407","hsa04961",0.489623267101232,"1% O2, CyA- vs 19% O2, CyA-",0.310137952517766,"Endocrine and other factor-regulated calcium reabsorption",1,0
"408","hsa00220",0.43505272542151,"1% O2, CyA- vs 19% O2, CyA-",0.361458106328123,"Arginine biosynthesis",1,0
"409","hsa05168",0.204204901811584,"1% O2, CyA- vs 19% O2, CyA-",0.689933837155222,"Herpes simplex virus 1 infection",1,0
"410","hsa04061",0.000120465218610155,"1% O2, CyA- vs 19% O2, CyA-",3.91913832691588,"Viral protein interaction with cytokine and cytokine receptor",0.080832161687414,1.09241580674689
"411","hsa05412",0.173272097885785,"1% O2, CyA- vs 19% O2, CyA-",0.761271366367721,"Arrhythmogenic right ventricular cardiomyopathy",1,0
"412","hsa04924",0.416707495410134,"1% O2, CyA- vs 19% O2, CyA-",0.380168687721305,"Renin secretion",1,0
"413","hsa05143",0.482057946575885,"1% O2, CyA- vs 19% O2, CyA-",0.316900753533892,"African trypanosomiasis",1,0
"414","hsa04960",0.184127602234215,"1% O2, CyA- vs 19% O2, CyA-",0.734881102319175,"Aldosterone-regulated sodium reabsorption",1,0
"415","hsa05162",0.134306468878576,"1% O2, CyA- vs 19% O2, CyA-",0.871903069009533,"Measles",1,0
"416","hsa00730",0.502307540299136,"1% O2, CyA- vs 19% O2, CyA-",0.299030302458154,"Thiamine metabolism",1,0
"417","hsa05030",0.196151999053584,"1% O2, CyA- vs 19% O2, CyA-",0.707407261465026,"Cocaine addiction",1,0
"418","hsa00750",0.502442874030414,"1% O2, CyA- vs 19% O2, CyA-",0.298913308840183,"Vitamin B6 metabolism",1,0
"419","hsa04623",0.0146913712717618,"1% O2, CyA- vs 19% O2, CyA-",1.83293766588672,"Cytosolic DNA-sensing pathway",1,0
"420","hsa00650",0.27902170014353,"1% O2, CyA- vs 19% O2, CyA-",0.554362019356835,"Butanoate metabolism",1,0
"421","hsa05010",0.0123779074268027,"1% O2, CyA- vs 19% O2, CyA-",1.90735276967836,"Alzheimer disease",1,0
"422","hsa05031",6.94919998293807e-06,"1% O2, CyA- vs 19% O2, CyA-",5.1580651900853,"Amphetamine addiction",0.00489918598797134,2.3098760730939
"423","hsa00071",0.0639249112281352,"1% O2, CyA- vs 19% O2, CyA-",1.19432986640148,"Fatty acid degradation",1,0
"424","hsa00561",0.475569027577829,"1% O2, CyA- vs 19% O2, CyA-",0.322786437463875,"Glycerolipid metabolism",1,0
"425","hsa04614",0.483952094253055,"1% O2, CyA- vs 19% O2, CyA-",0.315197626436693,"Renin-angiotensin system",1,0
"426","hsa04971",0.0544954009948091,"1% O2, CyA- vs 19% O2, CyA-",1.2636401473904,"Gastric acid secretion",1,0
"427","hsa04215",3.79663040698821e-14,"1% O2, CyA- vs 19% O2, CyA-",13.4206016783456,"Apoptosis - multiple species",3.00693128233466e-11,10.5218764967561
"428","hsa04080",0.36543919815473,"1% O2, CyA- vs 19% O2, CyA-",0.437184870696485,"Neuroactive ligand-receptor interaction",1,0
"429","hsa05231",0.0305725207145129,"1% O2, CyA- vs 19% O2, CyA-",1.51466875207301,"Choline metabolism in cancer",1,0
"430","hsa05166",0.00388155876659487,"1% O2, CyA- vs 19% O2, CyA-",2.41099383425525,"Human T-cell leukemia virus 1 infection",1,0
"431","hsa00790",0.420729962739903,"1% O2, CyA- vs 19% O2, CyA-",0.375996558129815,"Folate biosynthesis",1,0
"432","hsa00983",0.383536075324968,"1% O2, CyA- vs 19% O2, CyA-",0.416193780143393,"Drug metabolism - other enzymes",1,0
"433","hsa04721",0.105837947911911,"1% O2, CyA- vs 19% O2, CyA-",0.9753585892587,"Synaptic vesicle cycle",1,0
"434","hsa04218",1.39704151660047e-166,"1% O2, CyA- vs 19% O2, CyA-",165.854790687542,"Cellular senescence",1.22520541005861e-163,162.911791094176
"435","hsa04530",0.0051233373409949,"1% O2, CyA- vs 19% O2, CyA-",2.29044704749878,"Tight junction",1,0
"436","hsa04340",0.227490169785144,"1% O2, CyA- vs 19% O2, CyA-",0.643037365162061,"Hedgehog signaling pathway",1,0
"437","hsa04725",8.7912871092114e-10,"1% O2, CyA- vs 19% O2, CyA-",9.05594753635895,"Cholinergic synapse",6.75170849987435e-07,6.17058631632744
"438","hsa04740",0.521914970114418,"1% O2, CyA- vs 19% O2, CyA-",0.282400246074519,"Olfactory transduction",1,0
"439","hsa04152",1.01100571986609e-22,"1% O2, CyA- vs 19% O2, CyA-",21.9952463873375,"AMPK signaling pathway",8.40145753208724e-20,19.0756453635534
"440","hsa03460",0.000612251096467298,"1% O2, CyA- vs 19% O2, CyA-",3.21307042843392,"Fanconi anemia pathway",0.397350961607276,0.400825731633552
"441","hsa05214",0.00576290304419959,"1% O2, CyA- vs 19% O2, CyA-",2.23935868698177,"Glioma",1,0
"442","hsa00440",0.535768923181774,"1% O2, CyA- vs 19% O2, CyA-",0.271022480877286,"Phosphonate and phosphinate metabolism",1,0
"443","hsa04020",0.43900081066791,"1% O2, CyA- vs 19% O2, CyA-",0.357534677780032,"Calcium signaling pathway",1,0
"444","hsa04514",0.0559607555827895,"1% O2, CyA- vs 19% O2, CyA-",1.25211643029135,"Cell adhesion molecules",1,0
"445","hsa04613",0.0239140851910319,"1% O2, CyA- vs 19% O2, CyA-",1.62134622796726,"Neutrophil extracellular trap formation",1,0
"446","hsa00250",0.421023792209874,"1% O2, CyA- vs 19% O2, CyA-",0.375693361329417,"Alanine, aspartate and glutamate metabolism",1,0
"447","hsa04217",0.0165870886367113,"1% O2, CyA- vs 19% O2, CyA-",1.78022983458849,"Necroptosis",1,0
"448","hsa04934",3.00654859233813e-16,"1% O2, CyA- vs 19% O2, CyA-",15.5219317726221,"Cushing syndrome",2.42327816542453e-13,12.6155967308171
"449","hsa05140",1.30168959913108e-08,"1% O2, CyA- vs 19% O2, CyA-",7.88549256527329,"Leishmaniasis",9.87982405740492e-06,5.00525078937781
"450","hsa04919",2.94673165254841e-07,"1% O2, CyA- vs 19% O2, CyA-",6.53065941186769,"Thyroid hormone signaling pathway",0.000217174122792818,3.66319192400864
"451","hsa04550",0.014193664007238,"1% O2, CyA- vs 19% O2, CyA-",1.84790547961506,"Signaling pathways regulating pluripotency of stem cells",1,0
"452","hsa00061",0.00569854410024048,"1% O2, CyA- vs 19% O2, CyA-",2.24423608643198,"Fatty acid biosynthesis",1,0
"453","hsa00532",0.515091198296648,"1% O2, CyA- vs 19% O2, CyA-",0.288115871132537,"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,0
"454","hsa04742",0.311899995439734,"1% O2, CyA- vs 19% O2, CyA-",0.505984631592643,"Taste transduction",1,0
"455","hsa04261",0.221318141067424,"1% O2, CyA- vs 19% O2, CyA-",0.654982986241864,"Adrenergic signaling in cardiomyocytes",1,0
"456","hsa04910",0.119345741778521,"1% O2, CyA- vs 19% O2, CyA-",0.923193071882048,"Insulin signaling pathway",1,0
"457","hsa04015",1.66433407085514e-08,"1% O2, CyA- vs 19% O2, CyA-",7.77875949621417,"Rap1 signaling pathway",1.26156522570819e-05,4.89909029058212
"458","hsa05208",0.0346531956653946,"1% O2, CyA- vs 19% O2, CyA-",1.46025670922384,"Chemical carcinogenesis - reactive oxygen species",1,0
"459","hsa04914",1.83888825351182e-159,"1% O2, CyA- vs 19% O2, CyA-",158.735444661386,"Progesterone-mediated oocyte maturation",1.61086611007636e-156,155.792940555218
"460","hsa04130",0.231609847574552,"1% O2, CyA- vs 19% O2, CyA-",0.635242979243533,"SNARE interactions in vesicular transport",1,0
"461","hsa00640",4.5592411410215e-20,"1% O2, CyA- vs 19% O2, CyA-",19.3411074370927,"Propanoate metabolism",3.76137394134274e-17,16.4246534885428
"462","hsa00450",0.450978949978614,"1% O2, CyA- vs 19% O2, CyA-",0.345843728901383,"Selenocompound metabolism",1,0
"463","hsa04621",1.13296445161252e-06,"1% O2, CyA- vs 19% O2, CyA-",5.94578371653618,"NOD-like receptor signaling pathway",0.000820266262967467,3.08604515033903
"464","hsa05130",0.000898666944995383,"1% O2, CyA- vs 19% O2, CyA-",3.04640123234977,"Pathogenic Escherichia coli infection",0.578741512577026,0.237515364989958
"465","hsa04670",0.215140136174716,"1% O2, CyA- vs 19% O2, CyA-",0.667278560820527,"Leukocyte transendothelial migration",1,0
"466","hsa04928",1.40938213650619e-10,"1% O2, CyA- vs 19% O2, CyA-",9.85097123735553,"Parathyroid hormone synthesis, secretion and action",1.09649930220181e-07,6.95999164036585
"467","hsa00130",0.408622881827282,"1% O2, CyA- vs 19% O2, CyA-",0.388677317651972,"Ubiquinone and other terpenoid-quinone biosynthesis",1,0
"468","hsa05100",0.0658099560362471,"1% O2, CyA- vs 19% O2, CyA-",1.18170839932645,"Bacterial invasion of epithelial cells",1,0
"469","hsa05414",0.32901452713087,"1% O2, CyA- vs 19% O2, CyA-",0.482784926021183,"Dilated cardiomyopathy",1,0
"470","hsa05321",0.491118921284059,"1% O2, CyA- vs 19% O2, CyA-",0.308813333530868,"Inflammatory bowel disease",1,0
"471","hsa00051",0.338699969167362,"1% O2, CyA- vs 19% O2, CyA-",0.470184842890194,"Fructose and mannose metabolism",1,0
"472","hsa05230",4.27989679640388e-17,"1% O2, CyA- vs 19% O2, CyA-",16.3685667032515,"Central carbon metabolism in cancer",3.47527619867995e-14,13.4590106740103
"473","hsa04727",0.00313164832689105,"1% O2, CyA- vs 19% O2, CyA-",2.50422701362107,"GABAergic synapse",1,0
"474","hsa04630",0.383045981524009,"1% O2, CyA- vs 19% O2, CyA-",0.416749089416468,"JAK-STAT signaling pathway",1,0
"475","hsa00603",0.523248130002113,"1% O2, CyA- vs 19% O2, CyA-",0.281292315079509,"Glycosphingolipid biosynthesis - globo and isoglobo series",1,0
"476","hsa00340",0.519892937931726,"1% O2, CyA- vs 19% O2, CyA-",0.284086081851116,"Histidine metabolism",1,0
"477","hsa04610",0.350896128898659,"1% O2, CyA- vs 19% O2, CyA-",0.454821422913761,"Complement and coagulation cascades",1,0
"478","hsa05205",0.0787973984333621,"1% O2, CyA- vs 19% O2, CyA-",1.10348812089479,"Proteoglycans in cancer",1,0
"479","hsa04140",1.24748540354897e-52,"1% O2, CyA- vs 19% O2, CyA-",51.9039645272238,"Autophagy - animal",1.07657990326276e-49,48.9679537315086
"480","hsa00010",0.444467122287403,"1% O2, CyA- vs 19% O2, CyA-",0.352160358737069,"Glycolysis / Gluconeogenesis",1,0
"481","hsa04144",5.47658111476999e-07,"1% O2, CyA- vs 19% O2, CyA-",6.261490475522,"Endocytosis",0.000400338079489686,3.39757309856414
"482","hsa01521",0,"1% O2, CyA- vs 19% O2, CyA-",Inf,"EGFR tyrosine kinase inhibitor resistance",0,Inf
"483","hsa05415",0.230899699638225,"1% O2, CyA- vs 19% O2, CyA-",0.636576632026722,"Diabetic cardiomyopathy",1,0
"484","hsa05133",0.309846031291455,"1% O2, CyA- vs 19% O2, CyA-",0.508854062203539,"Pertussis",1,0
"485","hsa04620",0.104140747390485,"1% O2, CyA- vs 19% O2, CyA-",0.98237930983299,"Toll-like receptor signaling pathway",1,0
"486","hsa00980",0.48592696530577,"1% O2, CyA- vs 19% O2, CyA-",0.313429000178485,"Metabolism of xenobiotics by cytochrome P450",1,0
"487","hsa01524",1.85852081335231e-12,"1% O2, CyA- vs 19% O2, CyA-",11.7308325709291,"Platinum drug resistance",1.46265588010827e-09,8.83485783857
"488","hsa00630",0.42315996607687,"1% O2, CyA- vs 19% O2, CyA-",0.373495426356429,"Glyoxylate and dicarboxylate metabolism",1,0
"489","hsa05022",0.0697201225253642,"1% O2, CyA- vs 19% O2, CyA-",1.1566418583371,"Pathways of neurodegeneration - multiple diseases",1,0
"490","hsa05165",0.3801874266963,"1% O2, CyA- vs 19% O2, CyA-",0.420002249929041,"Human papillomavirus infection",1,0
"491","hsa04330",0.0563027438869489,"1% O2, CyA- vs 19% O2, CyA-",1.24947043950171,"Notch signaling pathway",1,0
"492","hsa04927",0.026286799573979,"1% O2, CyA- vs 19% O2, CyA-",1.58026228616329,"Cortisol synthesis and secretion",1,0
"493","hsa01523",0.192406738537808,"1% O2, CyA- vs 19% O2, CyA-",0.715779722014741,"Antifolate resistance",1,0
"494","hsa05323",0.505025615834665,"1% O2, CyA- vs 19% O2, CyA-",0.296686593102123,"Rheumatoid arthritis",1,0
"495","hsa00563",0.518895068384769,"1% O2, CyA- vs 19% O2, CyA-",0.284920456850764,"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,0
"496","hsa04917",0.0683404070650555,"1% O2, CyA- vs 19% O2, CyA-",1.16532243868357,"Prolactin signaling pathway",1,0
"497","hsa05135",0.237866689133548,"1% O2, CyA- vs 19% O2, CyA-",0.623666372331801,"Yersinia infection",1,0
"498","hsa04612",0.172229120877999,"1% O2, CyA- vs 19% O2, CyA-",0.763893415208911,"Antigen processing and presentation",1,0
"499","hsa00330",0.474068939277783,"1% O2, CyA- vs 19% O2, CyA-",0.324158498471731,"Arginine and proline metabolism",1,0
"500","hsa05016",4.31980796921126e-13,"1% O2, CyA- vs 19% O2, CyA-",12.3645355586864,"Huntington disease",3.40832848770769e-10,9.46745855547695
"501","hsa04141",2.00336606100909e-18,"1% O2, CyA- vs 19% O2, CyA-",17.6982396878752,"Protein processing in endoplasmic reticulum",1.63274333972241e-15,14.7870820791352
"502","hsa04979",0.0358940242234794,"1% O2, CyA- vs 19% O2, CyA-",1.44497784843531,"Cholesterol metabolism",1,0
"503","hsa00670",0.374035660004436,"1% O2, CyA- vs 19% O2, CyA-",0.427086990834609,"One carbon pool by folate",1,0
"504","hsa00260",0.504841693022585,"1% O2, CyA- vs 19% O2, CyA-",0.29684478549545,"Glycine, serine and threonine metabolism",1,0
"505","hsa04730",0,"1% O2, CyA- vs 19% O2, CyA-",Inf,"Long-term depression",0,Inf
"506","hsa04650",2.461539733344e-19,"1% O2, CyA- vs 19% O2, CyA-",18.6087931495996,"Natural killer cell mediated cytotoxicity",2.02338566080877e-16,15.6939213320596
"507","hsa04720",1.87415569650717e-10,"1% O2, CyA- vs 19% O2, CyA-",9.72719433269844,"Long-term potentiation",1.45434482048956e-07,6.83733261144025
"508","hsa00360",0.536022812409233,"1% O2, CyA- vs 19% O2, CyA-",0.270816726925467,"Phenylalanine metabolism",1,0
"509","hsa05020",1.05397377966294e-06,"1% O2, CyA- vs 19% O2, CyA-",5.97717019319306,"Prion disease",0.000765184964035294,3.11623357249296
"510","hsa00760",0.471228587873098,"1% O2, CyA- vs 19% O2, CyA-",0.326768370218147,"Nicotinate and nicotinamide metabolism",1,0
"511","hsa05210",0.0911761513141761,"1% O2, CyA- vs 19% O2, CyA-",1.04011874398636,"Colorectal cancer",1,0
"512","hsa03018",0.0282102114035398,"1% O2, CyA- vs 19% O2, CyA-",1.54959365928785,"RNA degradation",1,0
"513","hsa00410",0.444667520546971,"1% O2, CyA- vs 19% O2, CyA-",0.35196459117703,"beta-Alanine metabolism",1,0
"514","hsa00565",0.501958086534768,"1% O2, CyA- vs 19% O2, CyA-",0.299332544900025,"Ether lipid metabolism",1,0
"515","hsa04350",0.0409051777169884,"1% O2, CyA- vs 19% O2, CyA-",1.38822171615903,"TGF-beta signaling pathway",1,0
"516","hsa05150",0.431089858376213,"1% O2, CyA- vs 19% O2, CyA-",0.365432194040234,"Staphylococcus aureus infection",1,0
"517","hsa00120",0.531315006670788,"1% O2, CyA- vs 19% O2, CyA-",0.274647917532244,"Primary bile acid biosynthesis",1,0
"518","hsa04810",8.35901115841513e-99,"1% O2, CyA- vs 19% O2, CyA-",98.0778450950304,"Regulation of actin cytoskeleton",7.28069871897958e-96,95.1378269400227
"519","hsa05144",0.48338326547019,"1% O2, CyA- vs 19% O2, CyA-",0.315708388764435,"Malaria",1,0
"520","hsa04072",4.47540363231163e-21,"1% O2, CyA- vs 19% O2, CyA-",20.3491677899837,"Phospholipase D signaling pathway",3.70563420755403e-18,17.4311374531988
"521","hsa00910",1.80042475685218e-18,"1% O2, CyA- vs 19% O2, CyA-",17.7446250238993,"Nitrogen metabolism",1.46914660159138e-15,14.8329348651455
"522","hsa00513",0.361567228150839,"1% O2, CyA- vs 19% O2, CyA-",0.441810940138721,"Various types of N-glycan biosynthesis",1,0
"523","hsa05134",0.357353558124527,"1% O2, CyA- vs 19% O2, CyA-",0.446901889325638,"Legionellosis",1,0
"524","hsa04970",0.0932452709139182,"1% O2, CyA- vs 19% O2, CyA-",1.03037318491413,"Salivary secretion",1,0
"525","hsa05171",0.22959471001045,"1% O2, CyA- vs 19% O2, CyA-",0.639038122544699,"Coronavirus disease - COVID-19",1,0
"526","hsa05017",0.135125646419407,"1% O2, CyA- vs 19% O2, CyA-",0.86926221543856,"Spinocerebellar ataxia",1,0
"527","hsa04976",0.0364206072400046,"1% O2, CyA- vs 19% O2, CyA-",1.43865281749814,"Bile secretion",1,0
"528","hsa04060",0.0343949163271818,"1% O2, CyA- vs 19% O2, CyA-",1.46350574272514,"Cytokine-cytokine receptor interaction",1,0
"529","hsa04925",2.52408901571073e-14,"1% O2, CyA- vs 19% O2, CyA-",13.5978953331243,"Aldosterone synthesis and secretion",2.00665076749003e-11,10.6975282044678
"530","hsa00280",1.98885083430825e-28,"1% O2, CyA- vs 19% O2, CyA-",27.7013977881506,"Valine, leucine and isoleucine degradation",1.67461240248755e-25,24.776085696651
"531","hsa00380",0.348590018461886,"1% O2, CyA- vs 19% O2, CyA-",0.457685052650543,"Tryptophan metabolism",1,0
"532","hsa04662",0.0382148376241016,"1% O2, CyA- vs 19% O2, CyA-",1.41776798140431,"B cell receptor signaling pathway",1,0
"533","hsa00970",0.236094248392488,"1% O2, CyA- vs 19% O2, CyA-",0.626914592852787,"Aminoacyl-tRNA biosynthesis",1,0
"534","hsa04936",0.253248615676048,"1% O2, CyA- vs 19% O2, CyA-",0.596452919929761,"Alcoholic liver disease",1,0
"535","hsa04923",0.455559506117365,"1% O2, CyA- vs 19% O2, CyA-",0.341454886549395,"Regulation of lipolysis in adipocytes",1,0
"536","hsa05215",0.114110875787418,"1% O2, CyA- vs 19% O2, CyA-",0.94267296145936,"Prostate cancer",1,0
"537","hsa05224",0.270492343409903,"1% O2, CyA- vs 19% O2, CyA-",0.567845023577341,"Breast cancer",1,0
"538","hsa04014",2.75044501712169e-07,"1% O2, CyA- vs 19% O2, CyA-",6.56059703240821,"Ras signaling pathway",0.000202982842263581,3.69254067058516
"539","hsa04151",1.8566298117445e-05,"1% O2, CyA- vs 19% O2, CyA-",4.73127468039774,"PI3K-Akt signaling pathway",0.0129407097878591,1.88804190229973
"540","hsa05417",0.142393202651232,"1% O2, CyA- vs 19% O2, CyA-",0.846510741889617,"Lipid and atherosclerosis",1,0
"541","hsa04210",0.00394856811329304,"1% O2, CyA- vs 19% O2, CyA-",2.40356036595226,"Apoptosis",1,0
"542","hsa04713",2.46811583271219e-15,"1% O2, CyA- vs 19% O2, CyA-",14.6076344620103,"Circadian entrainment",1.97202455033704e-12,11.7050876826963
"543","hsa05120",0.260674314281796,"1% O2, CyA- vs 19% O2, CyA-",0.583901760221209,"Epithelial cell signaling in Helicobacter pylori infection",1,0
"544","hsa00350",0.483833664104458,"1% O2, CyA- vs 19% O2, CyA-",0.315303917648025,"Tyrosine metabolism",1,0
"545","hsa05322",0.529094285220057,"1% O2, CyA- vs 19% O2, CyA-",0.276466929284043,"Systemic lupus erythematosus",1,0
"546","hsa05163",0.0501474846446725,"1% O2, CyA- vs 19% O2, CyA-",1.29975084594038,"Human cytomegalovirus infection",1,0
"547","hsa00030",3.02262993172322e-05,"1% O2, CyA- vs 19% O2, CyA-",4.51961502134641,"Pentose phosphate pathway",0.0207956939302558,1.68202658311089
"548","hsa00230",0.456343171035622,"1% O2, CyA- vs 19% O2, CyA-",0.340708444101159,"Purine metabolism",1,0
"549","hsa04211",0,"1% O2, CyA- vs 19% O2, CyA-",Inf,"Longevity regulating pathway",0,Inf
"550","hsa04611",0.0883537066626761,"1% O2, CyA- vs 19% O2, CyA-",1.05377522601711,"Platelet activation",1,0
"551","hsa04012",0.0678046704064847,"1% O2, CyA- vs 19% O2, CyA-",1.16874039076558,"ErbB signaling pathway",1,0
"552","hsa04728",0.362846602357098,"1% O2, CyA- vs 19% O2, CyA-",0.440276939233872,"Dopaminergic synapse",1,0
"553","hsa05219",0.405514545412806,"1% O2, CyA- vs 19% O2, CyA-",0.39199356345227,"Bladder cancer",1,0
"554","hsa00600",0.142473603579248,"1% O2, CyA- vs 19% O2, CyA-",0.846265590966163,"Sphingolipid metabolism",1,0
"555","hsa04972",0.0238228190603711,"1% O2, CyA- vs 19% O2, CyA-",1.62300684781034,"Pancreatic secretion",1,0
"556","hsa04360",2.20091966873897e-11,"1% O2, CyA- vs 19% O2, CyA-",10.6573958084508,"Axon guidance",1.72111918095388e-08,7.76418905539092
"557","hsa04722",0.0875324364590797,"1% O2, CyA- vs 19% O2, CyA-",1.05783098280856,"Neurotrophin signaling pathway",1,0
"558","hsa00512",0.533620882596087,"1% O2, CyA- vs 19% O2, CyA-",0.272767183179232,"Mucin type O-glycan biosynthesis",1,0
"559","hsa04723",0.48013781513753,"1% O2, CyA- vs 19% O2, CyA-",0.318634088117858,"Retrograde endocannabinoid signaling",1,0
"560","hsa00601",0.522083572997593,"1% O2, CyA- vs 19% O2, CyA-",0.282259971353035,"Glycosphingolipid biosynthesis - lacto and neolacto series",1,0
"561","hsa05204",0.261186249921109,"1% O2, CyA- vs 19% O2, CyA-",0.583049690109718,"Chemical carcinogenesis - DNA adducts",1,0
"562","hsa04071",5.89514441628121e-26,"1% O2, CyA- vs 19% O2, CyA-",25.2295055513109,"Sphingolipid signaling pathway",4.92244558759481e-23,22.3078190758273
"563","hsa04213",4.14072028659867e-12,"1% O2, CyA- vs 19% O2, CyA-",11.3829241059114,"Longevity regulating pathway - multiple species",3.25046542497995e-09,8.4880544491662
"564","hsa04270",6.87619353736464e-08,"1% O2, CyA- vs 19% O2, CyA-",7.16265190815912,"Vascular smooth muscle contraction",5.16402134656084e-05,4.28701197115496
"565","hsa04918",0.00110193238675181,"1% O2, CyA- vs 19% O2, CyA-",2.95784505245469,"Thyroid hormone synthesis",0.701930930360906,0.153705620119341
"566","hsa04657",0.416042533671561,"1% O2, CyA- vs 19% O2, CyA-",0.380862267463204,"IL-17 signaling pathway",1,0
"567","hsa04622",0.119211741637593,"1% O2, CyA- vs 19% O2, CyA-",0.923680967101819,"RIG-I-like receptor signaling pathway",1,0
"568","hsa00052",0.360723436113362,"1% O2, CyA- vs 19% O2, CyA-",0.442825640758802,"Galactose metabolism",1,0
"569","hsa00515",0.543045959676211,"1% O2, CyA- vs 19% O2, CyA-",0.265163413156816,"Mannose type O-glycan biosynthesis",1,0
"570","hsa04659",0.195604920229922,"1% O2, CyA- vs 19% O2, CyA-",0.708620225203685,"Th17 cell differentiation",1,0
"571","hsa00270",0.0784627605247012,"1% O2, CyA- vs 19% O2, CyA-",1.10533641632432,"Cysteine and methionine metabolism",1,0
"572","hsa04915",0.0817937108084842,"1% O2, CyA- vs 19% O2, CyA-",1.08728008833573,"Estrogen signaling pathway",1,0
"573","hsa04216",0.276294945215915,"1% O2, CyA- vs 19% O2, CyA-",0.558627060378155,"Ferroptosis",1,0
"574","hsa04512",0.368780271445834,"1% O2, CyA- vs 19% O2, CyA-",0.433232320349933,"ECM-receptor interaction",1,0
"575","hsa04510",3.63963758140363e-10,"1% O2, CyA- vs 19% O2, CyA-",9.43894185927201,"Focal adhesion",2.8098002128436e-07,6.55132455893628
"576","hsa04668",3.06592447822367e-10,"1% O2, CyA- vs 19% O2, CyA-",9.51343854716419,"TNF signaling pathway",2.37302554614512e-07,6.62469758648129
"577","hsa05226",5.39864857363308e-05,"1% O2, CyA- vs 19% O2, CyA-",4.2677149421156,"Gastric cancer",0.0367647967864413,1.43456783020281
"578","hsa00770",0.522691692574314,"1% O2, CyA- vs 19% O2, CyA-",0.281754402327742,"Pantothenate and CoA biosynthesis",1,0
"579","hsa05131",0.0741784902287429,"1% O2, CyA- vs 19% O2, CyA-",1.12972201020933,"Shigellosis",1,0
"580","hsa01522",4.97750400310023e-06,"1% O2, CyA- vs 19% O2, CyA-",5.30298838202408,"Endocrine resistance",0.00353402784220116,2.45173003330501
"581","hsa04062",0.187847300392342,"1% O2, CyA- vs 19% O2, CyA-",0.726195041926834,"Chemokine signaling pathway",1,0
"582","hsa04911",2.14805673389221e-06,"1% O2, CyA- vs 19% O2, CyA-",5.66795425235286,"Insulin secretion",0.00154660084840239,2.81062175592159
"583","hsa00040",0.531070078458646,"1% O2, CyA- vs 19% O2, CyA-",0.274848166903907,"Pentose and glucuronate interconversions",1,0
"584","hsa04930",0.0229993888098036,"1% O2, CyA- vs 19% O2, CyA-",1.63828370485443,"Type II diabetes mellitus",1,0
"585","hsa05202",0.000258234806883642,"1% O2, CyA- vs 19% O2, CyA-",3.58798522055644,"Transcriptional misregulation in cancer",0.170434972543204,0.768441285014573
"586","hsa05145",0.0304767757839461,"1% O2, CyA- vs 19% O2, CyA-",1.51603098002622,"Toxoplasmosis",1,0
"587","hsa04380",0.014328230759995,"1% O2, CyA- vs 19% O2, CyA-",1.84380743267372,"Osteoclast differentiation",1,0
"588","hsa04010",0.0211908936504079,"1% O2, CyA- vs 19% O2, CyA-",1.67385072808122,"MAPK signaling pathway",1,0
"589","hsa05142",0.476662881092893,"1% O2, CyA- vs 19% O2, CyA-",0.321788666332214,"Chagas disease",1,0
"590","hsa00020",0.298325150111074,"1% O2, CyA- vs 19% O2, CyA-",0.525310132175865,"Citrate cycle (TCA cycle)",1,0
