Contrast,Pathway,FDR,Method,negativelog10FDR
X19O2NoCyA - X1O2NoCyA,Cell adhesion molecules,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Cushing syndrome,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Systemic lupus erythematosus,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Alcoholism,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Nucleotide metabolism,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Bile secretion,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Autophagy - other,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Sulfur metabolism,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Basal transcription factors,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Carbohydrate digestion and absorption,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Hematopoietic cell lineage,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Pyrimidine metabolism,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,SNARE interactions in vesicular transport,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Malaria,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,GABAergic synapse,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Longevity regulating pathway,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Nicotinate and nicotinamide metabolism,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Necroptosis,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Type I diabetes mellitus,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Proteoglycans in cancer,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Lipoic acid metabolism,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Pathways of neurodegeneration - multiple diseases,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Metabolism of xenobiotics by cytochrome P450,0.969579268,Transcriptomics,0.013416679
X19O2NoCyA - X1O2NoCyA,Hippo signaling pathway,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,NF-kappa B signaling pathway,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,MicroRNAs in cancer,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Adrenergic signaling in cardiomyocytes,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Other types of O-glycan biosynthesis,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Circadian entrainment,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Amphetamine addiction,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Adherens junction,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,AGE-RAGE signaling pathway in diabetic complications,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Mineral absorption,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Basal cell carcinoma,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Oocyte meiosis,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Measles,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,C-type lectin receptor signaling pathway,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Focal adhesion,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Oxidative phosphorylation,0.969751213,Transcriptomics,0.013339669
X19O2NoCyA - X1O2NoCyA,Hedgehog signaling pathway,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Salmonella infection,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Legionellosis,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Ras signaling pathway,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Fat digestion and absorption,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Glutamatergic synapse,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Riboflavin metabolism,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Long-term depression,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,TGF-beta signaling pathway,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Phosphonate and phosphinate metabolism,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Cardiac muscle contraction,0.970694925,Transcriptomics,0.012917241
X19O2NoCyA - X1O2NoCyA,Inflammatory bowel disease,0.974540524,Transcriptomics,0.011200097
X19O2NoCyA - X1O2NoCyA,Lysosome,0.974540524,Transcriptomics,0.011200097
X19O2NoCyA - X1O2NoCyA,Long-term potentiation,0.974540524,Transcriptomics,0.011200097
X19O2NoCyA - X1O2NoCyA,Other glycan degradation,0.974540524,Transcriptomics,0.011200097
X19O2NoCyA - X1O2NoCyA,EGFR tyrosine kinase inhibitor resistance,0.975009959,Transcriptomics,0.010990948
X19O2NoCyA - X1O2NoCyA,Autophagy - animal,0.978556191,Transcriptomics,0.009414231
X19O2NoCyA - X1O2NoCyA,Endocytosis,0.978556191,Transcriptomics,0.009414231
X19O2NoCyA - X1O2NoCyA,Purine metabolism,0.978556191,Transcriptomics,0.009414231
X19O2NoCyA - X1O2NoCyA,Thyroid cancer,0.978807006,Transcriptomics,0.009302931
X19O2NoCyA - X1O2NoCyA,Fatty acid biosynthesis,0.978807006,Transcriptomics,0.009302931
X19O2NoCyA - X1O2NoCyA,Apelin signaling pathway,0.978807006,Transcriptomics,0.009302931
X19O2NoCyA - X1O2NoCyA,Tuberculosis,0.978807006,Transcriptomics,0.009302931
X19O2NoCyA - X1O2NoCyA,Proximal tubule bicarbonate reclamation,0.98078015,Transcriptomics,0.008428333
X19O2NoCyA - X1O2NoCyA,Regulation of actin cytoskeleton,0.98078015,Transcriptomics,0.008428333
X19O2NoCyA - X1O2NoCyA,Primary bile acid biosynthesis,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Pentose and glucuronate interconversions,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Signaling pathways regulating pluripotency of stem cells,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Circadian rhythm,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Fanconi anemia pathway,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Renin-angiotensin system,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Platinum drug resistance,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Retrograde endocannabinoid signaling,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Amyotrophic lateral sclerosis,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Th17 cell differentiation,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Axon guidance,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Serotonergic synapse,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Non-homologous end-joining,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Chagas disease,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Alzheimer disease,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Neurotrophin signaling pathway,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Allograft rejection,0.980899393,Transcriptomics,0.008375534
X19O2NoCyA - X1O2NoCyA,Th1 and Th2 cell differentiation,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Toll-like receptor signaling pathway,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Complement and coagulation cascades,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Leukocyte transendothelial migration,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,"Alanine, aspartate and glutamate metabolism",0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,NOD-like receptor signaling pathway,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - receptor activation,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Taste transduction,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Nitrogen metabolism,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Ether lipid metabolism,0.991536336,Transcriptomics,0.003691366
X19O2NoCyA - X1O2NoCyA,Parkinson disease,0.993475432,Transcriptomics,0.002842868
X19O2NoCyA - X1O2NoCyA,Cell cycle,0.993475432,Transcriptomics,0.002842868
X19O2NoCyA - X1O2NoCyA,Diabetic cardiomyopathy,0.99600422,Transcriptomics,0.001738821
X19O2NoCyA - X1O2NoCyA,Homologous recombination,0.99600422,Transcriptomics,0.001738821
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - DNA adducts,0.999172892,Transcriptomics,0.000359357
X19O2NoCyA - X1O2NoCyA,2-Oxocarboxylic acid metabolism,0.999172892,Transcriptomics,0.000359357
X19O2NoCyA - X1O2NoCyA,IL-17 signaling pathway,0.999172892,Transcriptomics,0.000359357
X19O2NoCyA - X1O2PlusCyA,Glycolysis / Gluconeogenesis,1.06E-05,Transcriptomics,4.974899182
X19O2NoCyA - X1O2PlusCyA,Protein processing in endoplasmic reticulum,9.73E-05,Transcriptomics,4.011874365
X19O2NoCyA - X1O2PlusCyA,Ribosome,0.000207793,Transcriptomics,3.682369287
X19O2NoCyA - X1O2PlusCyA,Coronavirus disease - COVID-19,0.001814873,Transcriptomics,2.741153748
X19O2NoCyA - X1O2PlusCyA,Fructose and mannose metabolism,0.006957712,Transcriptomics,2.157533555
X19O2NoCyA - X1O2PlusCyA,Cell cycle,0.006957712,Transcriptomics,2.157533555
X19O2NoCyA - X1O2PlusCyA,N-Glycan biosynthesis,0.006957712,Transcriptomics,2.157533555
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of amino acids,0.012797204,Transcriptomics,1.892884908
X19O2NoCyA - X1O2PlusCyA,mRNA surveillance pathway,0.019810247,Transcriptomics,1.703110106
X19O2NoCyA - X1O2PlusCyA,Oocyte meiosis,0.019810247,Transcriptomics,1.703110106
X19O2NoCyA - X1O2PlusCyA,Tight junction,0.024584439,Transcriptomics,1.60933969
X19O2NoCyA - X1O2PlusCyA,B cell receptor signaling pathway,0.024584439,Transcriptomics,1.60933969
X19O2NoCyA - X1O2PlusCyA,Taurine and hypotaurine metabolism,0.029916116,Transcriptomics,1.524094797
X19O2NoCyA - X1O2PlusCyA,Amino sugar and nucleotide sugar metabolism,0.03816362,Transcriptomics,1.418350436
X19O2NoCyA - X1O2PlusCyA,Protein export,0.038281838,Transcriptomics,1.417007218
X19O2NoCyA - X1O2PlusCyA,RNA degradation,0.054184581,Transcriptomics,1.26612428
X19O2NoCyA - X1O2PlusCyA,Fanconi anemia pathway,0.055244409,Transcriptomics,1.25771167
X19O2NoCyA - X1O2PlusCyA,Parkinson disease,0.058199875,Transcriptomics,1.235077947
X19O2NoCyA - X1O2PlusCyA,Proteasome,0.061071091,Transcriptomics,1.214164321
X19O2NoCyA - X1O2PlusCyA,Phosphatidylinositol signaling system,0.061071091,Transcriptomics,1.214164321
X19O2NoCyA - X1O2PlusCyA,Ascorbate and aldarate metabolism,0.066810731,Transcriptomics,1.175153779
X19O2NoCyA - X1O2PlusCyA,Fc gamma R-mediated phagocytosis,0.066810731,Transcriptomics,1.175153779
X19O2NoCyA - X1O2PlusCyA,Platelet activation,0.066810731,Transcriptomics,1.175153779
X19O2NoCyA - X1O2PlusCyA,Central carbon metabolism in cancer,0.08467933,Transcriptomics,1.072222585
X19O2NoCyA - X1O2PlusCyA,Progesterone-mediated oocyte maturation,0.08467933,Transcriptomics,1.072222585
X19O2NoCyA - X1O2PlusCyA,Carbon metabolism,0.08467933,Transcriptomics,1.072222585
X19O2NoCyA - X1O2PlusCyA,Nucleocytoplasmic transport,0.097538723,Transcriptomics,1.010822932
X19O2NoCyA - X1O2PlusCyA,Oxidative phosphorylation,0.105975929,Transcriptomics,0.974792767
X19O2NoCyA - X1O2PlusCyA,"Neomycin, kanamycin and gentamicin biosynthesis",0.111609863,Transcriptomics,0.952297424
X19O2NoCyA - X1O2PlusCyA,Dopaminergic synapse,0.120598725,Transcriptomics,0.918657284
X19O2NoCyA - X1O2PlusCyA,Sphingolipid signaling pathway,0.120598725,Transcriptomics,0.918657284
X19O2NoCyA - X1O2PlusCyA,Prolactin signaling pathway,0.128959587,Transcriptomics,0.889546367
X19O2NoCyA - X1O2PlusCyA,Hepatitis C,0.133821179,Transcriptomics,0.87347515
X19O2NoCyA - X1O2PlusCyA,Mitophagy - animal,0.141455792,Transcriptomics,0.849379267
X19O2NoCyA - X1O2PlusCyA,Viral protein interaction with cytokine and cytokine receptor,0.144290027,Transcriptomics,0.840763686
X19O2NoCyA - X1O2PlusCyA,"Glycine, serine and threonine metabolism",0.144290027,Transcriptomics,0.840763686
X19O2NoCyA - X1O2PlusCyA,NF-kappa B signaling pathway,0.144290027,Transcriptomics,0.840763686
X19O2NoCyA - X1O2PlusCyA,HIF-1 signaling pathway,0.144300993,Transcriptomics,0.84073068
X19O2NoCyA - X1O2PlusCyA,p53 signaling pathway,0.144300993,Transcriptomics,0.84073068
X19O2NoCyA - X1O2PlusCyA,Gap junction,0.144300993,Transcriptomics,0.84073068
X19O2NoCyA - X1O2PlusCyA,Ribosome biogenesis in eukaryotes,0.144300993,Transcriptomics,0.84073068
X19O2NoCyA - X1O2PlusCyA,Histidine metabolism,0.144300993,Transcriptomics,0.84073068
X19O2NoCyA - X1O2PlusCyA,Adrenergic signaling in cardiomyocytes,0.144300993,Transcriptomics,0.84073068
X19O2NoCyA - X1O2PlusCyA,Thyroid hormone signaling pathway,0.152869694,Transcriptomics,0.815678604
X19O2NoCyA - X1O2PlusCyA,Non-homologous end-joining,0.17469836,Transcriptomics,0.757711173
X19O2NoCyA - X1O2PlusCyA,Protein digestion and absorption,0.176344643,Transcriptomics,0.753637728
X19O2NoCyA - X1O2PlusCyA,Viral life cycle - HIV-1,0.179606751,Transcriptomics,0.745677342
X19O2NoCyA - X1O2PlusCyA,Huntington disease,0.179606751,Transcriptomics,0.745677342
X19O2NoCyA - X1O2PlusCyA,Viral carcinogenesis,0.179606751,Transcriptomics,0.745677342
X19O2NoCyA - X1O2PlusCyA,Malaria,0.185857728,Transcriptomics,0.730819376
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of nucleotide sugars,0.185857728,Transcriptomics,0.730819376
X19O2NoCyA - X1O2PlusCyA,DNA replication,0.20074947,Transcriptomics,0.697345592
X19O2NoCyA - X1O2PlusCyA,Adipocytokine signaling pathway,0.210858869,Transcriptomics,0.676008127
X19O2NoCyA - X1O2PlusCyA,Homologous recombination,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Chemokine signaling pathway,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Longevity regulating pathway - multiple species,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Arginine and proline metabolism,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Endocrine resistance,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Retrograde endocannabinoid signaling,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,D-Amino acid metabolism,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Mucin type O-glycan biosynthesis,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Maturity onset diabetes of the young,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Ubiquitin mediated proteolysis,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,Choline metabolism in cancer,0.211317547,Transcriptomics,0.675064439
X19O2NoCyA - X1O2PlusCyA,beta-Alanine metabolism,0.215143972,Transcriptomics,0.667270817
X19O2NoCyA - X1O2PlusCyA,Cytokine-cytokine receptor interaction,0.218798361,Transcriptomics,0.659955936
X19O2NoCyA - X1O2PlusCyA,Estrogen signaling pathway,0.218798361,Transcriptomics,0.659955936
X19O2NoCyA - X1O2PlusCyA,Cellular senescence,0.218798361,Transcriptomics,0.659955936
X19O2NoCyA - X1O2PlusCyA,Glioma,0.218798361,Transcriptomics,0.659955936
X19O2NoCyA - X1O2PlusCyA,Ferroptosis,0.22579114,Transcriptomics,0.646293104
X19O2NoCyA - X1O2PlusCyA,"Valine, leucine and isoleucine degradation",0.22579114,Transcriptomics,0.646293104
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.229272555,Transcriptomics,0.639647929
X19O2NoCyA - X1O2PlusCyA,Intestinal immune network for IgA production,0.229537117,Transcriptomics,0.639147078
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan degradation,0.235798648,Transcriptomics,0.627458689
X19O2NoCyA - X1O2PlusCyA,VEGF signaling pathway,0.235798648,Transcriptomics,0.627458689
X19O2NoCyA - X1O2PlusCyA,Adherens junction,0.260048221,Transcriptomics,0.584946112
X19O2NoCyA - X1O2PlusCyA,Pancreatic cancer,0.260048221,Transcriptomics,0.584946112
X19O2NoCyA - X1O2PlusCyA,Spliceosome,0.260048221,Transcriptomics,0.584946112
X19O2NoCyA - X1O2PlusCyA,Pathways of neurodegeneration - multiple diseases,0.26192941,Transcriptomics,0.581815735
X19O2NoCyA - X1O2PlusCyA,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.26192941,Transcriptomics,0.581815735
X19O2NoCyA - X1O2PlusCyA,Prion disease,0.26348123,Transcriptomics,0.579250318
X19O2NoCyA - X1O2PlusCyA,AGE-RAGE signaling pathway in diabetic complications,0.26551201,Transcriptomics,0.57591583
X19O2NoCyA - X1O2PlusCyA,Hippo signaling pathway,0.26551201,Transcriptomics,0.57591583
X19O2NoCyA - X1O2PlusCyA,Nucleotide metabolism,0.272285021,Transcriptomics,0.564976249
X19O2NoCyA - X1O2PlusCyA,Circadian entrainment,0.273418046,Transcriptomics,0.563172825
X19O2NoCyA - X1O2PlusCyA,Neuroactive ligand-receptor interaction,0.273418046,Transcriptomics,0.563172825
X19O2NoCyA - X1O2PlusCyA,Thermogenesis,0.286117576,Transcriptomics,0.543455463
X19O2NoCyA - X1O2PlusCyA,Tryptophan metabolism,0.286117576,Transcriptomics,0.543455463
X19O2NoCyA - X1O2PlusCyA,Citrate cycle (TCA cycle),0.286117576,Transcriptomics,0.543455463
X19O2NoCyA - X1O2PlusCyA,Diabetic cardiomyopathy,0.286117576,Transcriptomics,0.543455463
X19O2NoCyA - X1O2PlusCyA,Fc epsilon RI signaling pathway,0.287047541,Transcriptomics,0.542046169
X19O2NoCyA - X1O2PlusCyA,Caffeine metabolism,0.302067079,Transcriptomics,0.519896604
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of unsaturated fatty acids,0.309987142,Transcriptomics,0.508656319
X19O2NoCyA - X1O2PlusCyA,Inflammatory mediator regulation of TRP channels,0.309987142,Transcriptomics,0.508656319
X19O2NoCyA - X1O2PlusCyA,Endocrine and other factor-regulated calcium reabsorption,0.311215063,Transcriptomics,0.506939391
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.311215063,Transcriptomics,0.506939391
X19O2NoCyA - X1O2PlusCyA,T cell receptor signaling pathway,0.331137846,Transcriptomics,0.47999118
X19O2NoCyA - X1O2PlusCyA,Steroid hormone biosynthesis,0.339702338,Transcriptomics,0.468901465
X19O2NoCyA - X1O2PlusCyA,Various types of N-glycan biosynthesis,0.34824942,Transcriptomics,0.458109598
X19O2NoCyA - X1O2PlusCyA,Human papillomavirus infection,0.360170004,Transcriptomics,0.443492459
X19O2NoCyA - X1O2PlusCyA,Amoebiasis,0.373584904,Transcriptomics,0.427610681
X19O2NoCyA - X1O2PlusCyA,JAK-STAT signaling pathway,0.373584904,Transcriptomics,0.427610681
X19O2NoCyA - X1O2PlusCyA,Lysosome,0.373584904,Transcriptomics,0.427610681
X19O2NoCyA - X1O2PlusCyA,cGMP-PKG signaling pathway,0.373584904,Transcriptomics,0.427610681
X19O2NoCyA - X1O2PlusCyA,Asthma,0.373584904,Transcriptomics,0.427610681
X19O2NoCyA - X1O2PlusCyA,Regulation of lipolysis in adipocytes,0.374883184,Transcriptomics,0.42610404
X19O2NoCyA - X1O2PlusCyA,Amyotrophic lateral sclerosis,0.379977599,Transcriptomics,0.420242006
X19O2NoCyA - X1O2PlusCyA,Kaposi sarcoma-associated herpesvirus infection,0.379977599,Transcriptomics,0.420242006
X19O2NoCyA - X1O2PlusCyA,Thyroid hormone synthesis,0.382149738,Transcriptomics,0.417766433
X19O2NoCyA - X1O2PlusCyA,Colorectal cancer,0.383777889,Transcriptomics,0.41592005
X19O2NoCyA - X1O2PlusCyA,Wnt signaling pathway,0.387462882,Transcriptomics,0.411769896
X19O2NoCyA - X1O2PlusCyA,Vitamin B6 metabolism,0.391319395,Transcriptomics,0.407468627
X19O2NoCyA - X1O2PlusCyA,Phenylalanine metabolism,0.391319395,Transcriptomics,0.407468627
X19O2NoCyA - X1O2PlusCyA,Th17 cell differentiation,0.391319395,Transcriptomics,0.407468627
X19O2NoCyA - X1O2PlusCyA,Apelin signaling pathway,0.391319395,Transcriptomics,0.407468627
X19O2NoCyA - X1O2PlusCyA,Long-term potentiation,0.391319395,Transcriptomics,0.407468627
X19O2NoCyA - X1O2PlusCyA,Basal transcription factors,0.392502967,Transcriptomics,0.406157056
X19O2NoCyA - X1O2PlusCyA,Non-small cell lung cancer,0.399232649,Transcriptomics,0.39877395
X19O2NoCyA - X1O2PlusCyA,Alzheimer disease,0.399232649,Transcriptomics,0.39877395
X19O2NoCyA - X1O2PlusCyA,Inositol phosphate metabolism,0.399232649,Transcriptomics,0.39877395
X19O2NoCyA - X1O2PlusCyA,RIG-I-like receptor signaling pathway,0.401848971,Transcriptomics,0.395937139
X19O2NoCyA - X1O2PlusCyA,Other types of O-glycan biosynthesis,0.408764108,Transcriptomics,0.388527245
X19O2NoCyA - X1O2PlusCyA,Ether lipid metabolism,0.408764108,Transcriptomics,0.388527245
X19O2NoCyA - X1O2PlusCyA,Gastric acid secretion,0.417037616,Transcriptomics,0.379824771
X19O2NoCyA - X1O2PlusCyA,Human immunodeficiency virus 1 infection,0.417037616,Transcriptomics,0.379824771
X19O2NoCyA - X1O2PlusCyA,Primary immunodeficiency,0.417037616,Transcriptomics,0.379824771
X19O2NoCyA - X1O2PlusCyA,Morphine addiction,0.417037616,Transcriptomics,0.379824771
X19O2NoCyA - X1O2PlusCyA,Amphetamine addiction,0.417037616,Transcriptomics,0.379824771
X19O2NoCyA - X1O2PlusCyA,Olfactory transduction,0.427516981,Transcriptomics,0.36904663
X19O2NoCyA - X1O2PlusCyA,Salmonella infection,0.431661158,Transcriptomics,0.364857028
X19O2NoCyA - X1O2PlusCyA,Bile secretion,0.431661158,Transcriptomics,0.364857028
X19O2NoCyA - X1O2PlusCyA,GnRH secretion,0.431661158,Transcriptomics,0.364857028
X19O2NoCyA - X1O2PlusCyA,One carbon pool by folate,0.431661158,Transcriptomics,0.364857028
X19O2NoCyA - X1O2PlusCyA,Natural killer cell mediated cytotoxicity,0.463302728,Transcriptomics,0.334135143
X19O2NoCyA - X1O2PlusCyA,Starch and sucrose metabolism,0.483668142,Transcriptomics,0.315452517
X19O2NoCyA - X1O2PlusCyA,IL-17 signaling pathway,0.495240106,Transcriptomics,0.305184192
X19O2NoCyA - X1O2PlusCyA,Hepatocellular carcinoma,0.497888826,Transcriptomics,0.30286762
X19O2NoCyA - X1O2PlusCyA,cAMP signaling pathway,0.497888826,Transcriptomics,0.30286762
X19O2NoCyA - X1O2PlusCyA,Influenza A,0.497888826,Transcriptomics,0.30286762
X19O2NoCyA - X1O2PlusCyA,Oxytocin signaling pathway,0.508327732,Transcriptomics,0.293856196
X19O2NoCyA - X1O2PlusCyA,Glutamatergic synapse,0.508327732,Transcriptomics,0.293856196
X19O2NoCyA - X1O2PlusCyA,ABC transporters,0.508327732,Transcriptomics,0.293856196
X19O2NoCyA - X1O2PlusCyA,GnRH signaling pathway,0.513262007,Transcriptomics,0.289660883
X19O2NoCyA - X1O2PlusCyA,Neutrophil extracellular trap formation,0.529683574,Transcriptomics,0.275983495
X19O2NoCyA - X1O2PlusCyA,Folate biosynthesis,0.5313781,Transcriptomics,0.274596349
X19O2NoCyA - X1O2PlusCyA,Long-term depression,0.553003265,Transcriptomics,0.257272305
X19O2NoCyA - X1O2PlusCyA,Hepatitis B,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Leukocyte transendothelial migration,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Hematopoietic cell lineage,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Galactose metabolism,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Cholinergic synapse,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Epithelial cell signaling in Helicobacter pylori infection,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Yersinia infection,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Sphingolipid metabolism,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,"Growth hormone synthesis, secretion and action",0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Bacterial invasion of epithelial cells,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Metabolic pathways,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Alcoholic liver disease,0.564666215,Transcriptomics,0.248208196
X19O2NoCyA - X1O2PlusCyA,Aldosterone synthesis and secretion,0.56537897,Transcriptomics,0.24766035
X19O2NoCyA - X1O2PlusCyA,Platinum drug resistance,0.577486885,Transcriptomics,0.238457875
X19O2NoCyA - X1O2PlusCyA,SNARE interactions in vesicular transport,0.577486885,Transcriptomics,0.238457875
X19O2NoCyA - X1O2PlusCyA,Aminoacyl-tRNA biosynthesis,0.577486885,Transcriptomics,0.238457875
X19O2NoCyA - X1O2PlusCyA,Melanogenesis,0.577486885,Transcriptomics,0.238457875
X19O2NoCyA - X1O2PlusCyA,mTOR signaling pathway,0.577486885,Transcriptomics,0.238457875
X19O2NoCyA - X1O2PlusCyA,Spinocerebellar ataxia,0.577486885,Transcriptomics,0.238457875
