"","ingroup_n","ingroupnames","ingroup_mean","outgroup_n","outgroup_mean","zscore","oddsratio","pvalue","BH_pvalue","SignedBH_pvalue","background_n","background_mean","Method","Pathway","Contrast","negativelog10pvalue","negativelog10FDR"
"Insulin Secretion11",33,"GNAS, ITPR3, CACNA1D, PRKCA, CREB1, ATF2, PLCB3, PRKACA, PRKACB, CAMK2B, CAMK2D",7.32948476789075,33,7.28135263292512,-0.0241192456311089,0.0481321349656252,0.923182203607695,0.995091010812567,NA,NA,NA,"Proteomics","Insulin Secretion","X1O2PlusCyA - X19O2NoCyA",0.0347125761006824,0.00213719695664657
"Gnrh Signaling Pathway11",84,"CDC42, GNAS, GRB2, PTK2B, PRKCA, PRKCD, MAP2K3, MAP2K6, MAP3K2, ITPR1, ITPR2, ITPR3, MAP2K1, MAP2K2, NRAS, MAP2K4, MAP2K7, PLCB3, CAMK2B, CAMK2D, MAPK14, CALM1, CALML3, PRKACA, PRKACB, MAPK1, MAPK3, MAPK9",7.7737756383492,84,7.73315935552506,-0.0209415897287014,0.0406162828241401,0.892828524638551,0.995091010812567,NA,NA,NA,"Proteomics","Gnrh Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.0492319430758206,0.00213719695664657
"Ovarian Steroidogenesis11",24,"GNAS, INSR, LDLR, SCARB1, HSD17B7, PRKACA, PRKACB, ACOT2",6.39069655164479,24,6.3874507153818,-0.00186235556039113,0.00324583626299013,0.995091010812567,0.995091010812567,NA,NA,NA,"Proteomics","Ovarian Steroidogenesis","X1O2PlusCyA - X19O2NoCyA",0.00213719695664657,0.00213719695664657
"Progesterone-Mediated Oocyte Maturation11",120,"CCNB1, CDK1, BUB1, PLK1, MAP2K1, CDK2, AURKA, STK10, KIF22, CDC25B, BRAF, ARAF, CPEB4, PIK3CA, PIK3CB, PIK3CD, PIK3R1, ANAPC10, ANAPC2, ANAPC4, ANAPC5, ANAPC7, ANAPC1, CDC23, CDC16, CDC27, MAD2L1, MAD1L1, HSP90AA1, HSP90AB1, PRKACA, PRKACB, RPS6KA1, RPS6KA3, MAPK1, MAPK3, GNAI2, GNAI3, MAPK14, MAPK9",8.07973910203076,120,8.00873766623304,-0.0348838722142189,0.0710014357977133,0.783242430346024,0.995091010812567,NA,NA,NA,"Proteomics","Progesterone-Mediated Oocyte Maturation","X1O2PlusCyA - X19O2NoCyA",0.106103793669159,0.00213719695664657
"Estrogen Signaling Pathway11",81,"PRKCD, GRB2, GNAS, CTSD, NRAS, MAP2K1, MAP2K2, CREB1, ATF2, SHC1, ITPR1, ITPR2, ITPR3, NCOA3, PRKACA, PRKACB, MAPK1, MAPK3, PLCB3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, GNAI2, GNAI3, CALM1, CALML3",7.47399384590668,81,7.39555447859771,-0.0383955943429786,0.0784393673089667,0.802436839537183,0.995091010812567,NA,NA,NA,"Proteomics","Estrogen Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.0955891412532785,0.00213719695664657
"Melanogenesis11",66,"GNAS, CTNNB1, FZD6, LEF1, CREB1, PRKCA, MAP2K1, MAP2K2, NRAS, DVL2, PRKACA, PRKACB, CAMK2B, CAMK2D, CALM1, CALML3, GNAI2, GNAI3, PLCB3, CREBBP, MAPK1, MAPK3",7.48376447167951,66,7.41236989733493,-0.0368799576137552,0.0713945743445894,0.832046317102709,0.995091010812567,NA,NA,NA,"Proteomics","Melanogenesis","X1O2PlusCyA - X19O2NoCyA",0.0798524973844676,0.00213719695664657
"Prolactin Signaling Pathway11",57,"GRB2, GALT, MAP2K1, MAP2K2, NRAS, STAT1, STAT3, STAT5B, SHC1, NFKB1, RELA, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3, MAPK9, MAPK14",7.51497527837428,57,7.34516314743522,-0.0737309958234051,0.169812130939052,0.675544564709153,0.995091010812567,NA,NA,NA,"Proteomics","Prolactin Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.170345995910827,0.00213719695664657
"Thyroid Hormone Synthesis11",54,"GNAS, TTF1, TTF2, HSPA5, CANX, PDIA4, GSR, ALB, HSP90B1, PRKCA, CREB1, ATF2, ITPR1, ITPR2, ITPR3, PRKACA, PRKACB, PLCB3",8.09119293742853,54,8.13619307782471,0.014634234118358,-0.0450001403961764,0.938730048848284,0.995091010812567,NA,NA,NA,"Proteomics","Thyroid Hormone Synthesis","X1O2PlusCyA - X19O2NoCyA",0.0274592800992788,0.00213719695664657
"Thyroid Hormone Signaling Pathway11",153,"CTNNB1, STAT1, MTOR, TP53, SLC2A1, TBC1D4, PFKFB2, NCOR1, SIN3A, MED1, TSC2, RHEB, BAD, FOXO1, CASP9, MYC, PRKCA, PLCG1, PLCG2, NRAS, MAP2K1, MAP2K2, HDAC3, NCOA3, MED4, MED12, MED16, MED27, NOTCH1, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PLCB3, ATP2A2, ATP2A3, PRKACA, PRKACB, MAPK1, MAPK3, ATP1A1, ATP1A3, ATP1B3, ACTB, HDAC1, HDAC2, KAT2A, CREBBP, PFKL, PFKM, PFKP",8.02901516373707,153,7.88741711292843,-0.0549268619599187,0.141598050808645,0.619714844292426,0.995091010812567,NA,NA,NA,"Proteomics","Thyroid Hormone Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.207808100885861,0.00213719695664657
"Adipocytokine Signaling Pathway11",72,"PTPN11, PRKCQ, STAT3, MTOR, TRAF2, TRADD, NFKB1, RELA, NFKBIB, NFKBIE, CPT1A, SLC2A1, IKBKB, IKBKG, PCK2, ACSL1, ACSL3, ACSL4, ACSL5, PRKAA1, PRKAG1, ADIPOR1, CHUK, MAPK9",7.3565475598384,72,7.31574176098168,-0.022063049452079,0.0408057988567183,0.89574641943796,0.995091010812567,NA,NA,NA,"Proteomics","Adipocytokine Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.047814919161231,0.00213719695664657
"Oxytocin Signaling Pathway11",129,"GNAS, EEF2K, EEF2, RHOA, CD38, ITPR1, ITPR2, ITPR3, PRKCA, NRAS, MAP2K1, MAP2K2, CAMK4, MYL6, ROCK1, ROCK2, PPP1R12A, PPP1R12C, CACNA1D, NFATC1, NFATC2, NFATC3, PIK3CG, CALM1, CALML3, PRKACA, PRKACB, PLCB3, MAPK1, MAPK3, CAMK1D, CAMK2B, CAMK2D, ACTB, PPP1CA, PPP1CB, PPP1CC, PRKAA1, PRKAG1, PPP3CA, PPP3CC, GNAI2, GNAI3",7.99595323077273,129,7.95084169331145,-0.0193394126279629,0.0451115374612758,0.874841652044863,0.995091010812567,NA,NA,NA,"Proteomics","Oxytocin Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.0580705479679465,0.00213719695664657
"Glucagon Signaling Pathway11",99,"GNAS, FOXO1, PRMT1, PFKFB1, SIRT1, PKM, CREB1, ATF2, PPP4C, CPT1A, ACACA, ITPR1, ITPR2, ITPR3, PFKL, PFKM, PFKP, PRKACA, PRKACB, GYS1, PYGB, PLCB3, PPP4R3A, CREBBP, PCK2, CALM1, CALML3, PPP3CA, PPP3CC, PRKAA1, PRKAG1, CAMK2B, CAMK2D",8.01810032596262,99,7.9986269004246,-0.00909834591437181,0.0194734255380222,0.949508622397262,0.995091010812567,NA,NA,NA,"Proteomics","Glucagon Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.0225010871222778,0.00213719695664657
"Regulation Of Lipolysis In Adipocytes11",33,"GNAS, LIPE, INSR, PRKACA, PRKACB, GNAI2, GNAI3, PIK3CA, PIK3CB, PIK3CD, PIK3R1",7.20444407000742,33,7.03839565450553,-0.0784759321792752,0.166048415501884,0.7345309559096,0.995091010812567,NA,NA,NA,"Proteomics","Regulation Of Lipolysis In Adipocytes","X1O2PlusCyA - X19O2NoCyA",0.133989896677772,0.00213719695664657
"Renin Secretion11",42,"GNAS, CREB1, ITPR1, ITPR2, ITPR3, PRKACA, PRKACB, GNAI2, GNAI3, PLCB3, CALM1, CALML3, PPP3CA, PPP3CC",7.21313775974127,42,7.20784557009906,-0.00256337335719392,0.00529218964220757,0.990743607617548,0.995091010812567,NA,NA,NA,"Proteomics","Renin Secretion","X1O2PlusCyA - X19O2NoCyA",0.00403872109862372,0.00213719695664657
"Aldosterone Synthesis And Secretion11",66,"GNAS, LDLR, SCARB1, LIPE, ATF1, ITPR1, ITPR2, ITPR3, CREB1, ATF2, PRKCA, CAMK4, PLCB3, CALM1, CALML3, PRKD3, PRKD2, CAMK1D, CAMK2B, CAMK2D, PRKACA, PRKACB",6.8358853379971,66,6.83935057275055,0.00171591205344314,-0.00346523475345073,0.992231763517091,0.995091010812567,NA,NA,NA,"Proteomics","Aldosterone Synthesis And Secretion","X1O2PlusCyA - X19O2NoCyA",0.00338687435748628,0.00213719695664657
"Relaxin Signaling Pathway11",105,"GNAS, TGFB1, SMAD2, ACTA2, PRKCA, TGFBR2, GRB2, NFKB1, RELA, GNB1, GNB2, GNB4, GNG5, CREB1, ATF2, NRAS, MAP2K1, MAP2K2, SHC1, MAP2K4, MAP2K7, MAPK1, MAPK3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PRKACA, PRKACB, GNAI2, GNAI3, PLCB3, MAPK14, MAPK9, ARRB2",7.66227922981526,105,7.58877309479638,-0.0421920775874285,0.073506135018877,0.752840052075787,0.995091010812567,NA,NA,NA,"Proteomics","Relaxin Signaling Pathway","X1O2PlusCyA - X19O2NoCyA",0.1232972839315,0.00213719695664657
"Cortisol Synthesis And Secretion11",36,"GNAS, LDLR, SCARB1, NCEH1, ITPR1, ITPR2, ITPR3, CREB1, ATF2, PLCB3, PRKACA, PRKACB",6.3531265758167,36,6.36779471229986,0.00800074928786751,-0.0146681364831585,0.973984027485899,0.995091010812567,NA,NA,NA,"Proteomics","Cortisol Synthesis And Secretion","X1O2PlusCyA - X19O2NoCyA",0.0114481651250956,0.00213719695664657
"Parathyroid Hormone Synthesis, Secretion And Action11",75,"GNAS, MAP2K1, RHOA, SLC9A3R1, NACA, ITPR1, ITPR2, ITPR3, ARAF, BRAF, PRKCA, GNA13, ARHGEF1, CREB1, ATF2, MEF2D, PLCB3, PRKACA, PRKACB, GNAI2, GNAI3, ARRB2, MAPK1, MAPK3, AKAP13",8.07869080938065,75,8.08352882140395,0.00257561865006458,-0.00483801202329559,0.987661940492721,0.995091010812567,NA,NA,NA,"Proteomics","Parathyroid Hormone Synthesis, Secretion And Action","X1O2PlusCyA - X19O2NoCyA",0.0053916814267623,0.00213719695664657
"Gnrh Secretion11",45,"ITPR1, ITPR2, ITPR3, PRKCA, NRAS, MAP2K1, MAP2K2, PLCB3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3, ARRB2",7.39347089939394,45,7.32148364269373,-0.0330770953062373,0.0719872567002167,0.87213847853987,0.995091010812567,NA,NA,NA,"Proteomics","Gnrh Secretion","X1O2PlusCyA - X19O2NoCyA",0.0594145521191417,0.00213719695664657
"Type Ii Diabetes Mellitus11",45,"INSR, IKBKB, MTOR, PRKCD, CACNA1D, PKM, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3, MAPK9, HK1, HK2",8.02612247553105,45,7.874627990479,-0.0536567534749807,0.15149448505205,0.79159362887812,0.995091010812567,NA,NA,NA,"Proteomics","Type Ii Diabetes Mellitus","X1O2PlusCyA - X19O2NoCyA",0.101497709860046,0.00213719695664657
"Insulin Resistance11",102,"IKBKB, MTOR, INSR, TBC1D4, PPP2R4, STAT3, FOXO1, FAS, OGT, CPT1A, SREBF1, PRKCQ, PRKCD, NFKB1, RELA, PTPN1, PTPN11, CREB1, MAPK9, RPS6KB1, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PPP1CA, PPP1CB, PPP1CC, GYS1, RPS6KA1, RPS6KA3, PCK2, PYGB, PRKAA1, PRKAG1",7.45574389821471,102,7.37093892404906,-0.0401049916331667,0.0848049741656443,0.768970657287573,0.995091010812567,NA,NA,NA,"Proteomics","Insulin Resistance","X1O2PlusCyA - X19O2NoCyA",0.114090231877661,0.00213719695664657
"Non-Alcoholic Fatty Liver Disease11",84,"CASP8, BID, CASP3, CASP7, BAX, EIF2AK3, EIF2S1, TGFB1, TRAF2, IKBKB, CDC42, RAC1, ITCH, INSR, SREBF1, CYCS, FAS, NFKB1, RELA, GSK3A, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PRKAA1, PRKAG1, ADIPOR1, MAPK9",7.06808004678305,84,6.94105852505059,-0.0609767663510782,0.127021521732456,0.674517985706053,0.995091010812567,NA,NA,NA,"Proteomics","Non-Alcoholic Fatty Liver Disease","X1O2PlusCyA - X19O2NoCyA",0.171006465578806,0.00213719695664657
"Age-Rage Signaling Pathway In Diabetic Complications11",99,"TGFBR2, SMAD4, ICAM1, BAX, CASP3, DIAPH1, FOXO1, STAT3, NFATC1, TGFB1, FN1, RELA, NFKB1, NRAS, SMAD2, SMAD3, STAT5B, STAT1, RAC1, CDC42, PRKCA, PRKCD, PLCG1, PLCG2, MAPK9, MAPK14, MAPK1, MAPK3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PLCB3",7.85467787876193,99,7.78310472339129,-0.0368977833529874,0.0715731553706433,0.791825747327266,0.995091010812567,NA,NA,NA,"Proteomics","Age-Rage Signaling Pathway In Diabetic Complications","X1O2PlusCyA - X19O2NoCyA",0.101370380658637,0.00213719695664657
"Cushing Syndrome11",129,"GNAS, LDLR, SCARB1, NCEH1, APC, CTNNB1, USP8, RB1, CDK2, ARNT, AIP, MEN1, BRAF, FH, ITPR1, ITPR2, ITPR3, CACNA1D, CREB1, ATF2, FZD6, LEF1, CDK6, RBBP5, WDR5, RAP1A, RAP1B, MAP2K1, MAP2K2, PLCB3, PRKACA, PRKACB, DVL2, MAPK1, MAPK3, CAMK2B, CAMK2D, GNAI2, GNAI3, CCNE2, KMT2A, KMT2D, ASH2L",7.20073575793311,129,7.18179521241903,-0.00994943923020756,0.0189405455140772,0.937250930277001,0.995091010812567,NA,NA,NA,"Proteomics","Cushing Syndrome","X1O2PlusCyA - X19O2NoCyA",0.0281441198432293,0.00213719695664657
"Growth Hormone Synthesis, Secretion And Action11",111,"GNAS, MTOR, CRK, GRB2, ITPR1, ITPR2, ITPR3, PLCG1, PLCG2, MAP2K1, MAP2K2, PRKCA, CACNA1D, CREB1, ATF2, NRAS, STAT1, STAT3, STAT5B, SHC1, MAP2K3, MAP2K4, MAP2K6, PLCB3, MAPK1, MAPK3, PRKACA, PRKACB, PIK3CA, PIK3CB, PIK3CD, PIK3R1, CRKL, MAPK14, GNAI2, GNAI3, MAPK9",7.55724969200629,111,7.48540493629184,-0.034920420397793,0.0718447557144506,0.793133743730703,0.995091010812567,NA,NA,NA,"Proteomics","Growth Hormone Synthesis, Secretion And Action","X1O2PlusCyA - X19O2NoCyA",0.100653572749634,0.00213719695664657
"Alcoholic Liver Disease11",129,"MYD88, MAP3K7, TBK1, IRF3, IRAK4, SIRT1, ACACA, FASN, SCD, CASP3, CASP8, TRADD, FADD, CTNNB1, CPT1A, ACADVL, ACADM, TAB1, TICAM1, SREBF1, FAS, NFKB1, RELA, MAP2K4, MAP2K7, IKBKB, IKBKG, LEF1, MAP2K3, MAP2K6, ALDH9A1, PRKAA1, PRKAG1, ADIPOR1, MAPK9, MAPK14, CHUK, ALDH2, ALDH3A2, LPIN1, TRA2A, TRA2B, ACOX1",7.22640298298696,129,7.18497438998544,-0.0200667287953873,0.0414285930015232,0.872043489025722,0.995091010812567,NA,NA,NA,"Proteomics","Alcoholic Liver Disease","X1O2PlusCyA - X19O2NoCyA",0.0594618561535155,0.00213719695664657
"Type I Diabetes Mellitus11",9,"IFNG, HSPD1, FAS",7.93925943346369,9,7.84206932311965,-0.0225052307871046,0.097190110344048,0.962419374639284,0.995091010812567,NA,NA,NA,"Proteomics","Type I Diabetes Mellitus","X1O2PlusCyA - X19O2NoCyA",0.0166356427190904,0.00213719695664657
"Aldosterone-Regulated Sodium Reabsorption11",27,"INSR, SFN, ATP1A1, ATP1A3, ATP1B3, PIK3CA, PIK3CB, PIK3CD, PIK3R1",8.07151985397873,27,7.79395519913201,-0.109081869521038,0.277564654846723,0.673746599170054,0.995091010812567,NA,NA,NA,"Proteomics","Aldosterone-Regulated Sodium Reabsorption","X1O2PlusCyA - X19O2NoCyA",0.171503413961653,0.00213719695664657
"Endocrine And Other Factor-Regulated Calcium Reabsorption11",27,"GNAS, PRKCA, ATP2B1, PLCB3, PRKACA, PRKACB, ATP1A1, ATP1A3, ATP1B3",8.36024883906536,27,8.30864631176779,-0.0254640735324097,0.0516025272975682,0.926564975995297,0.995091010812567,NA,NA,NA,"Proteomics","Endocrine And Other Factor-Regulated Calcium Reabsorption","X1O2PlusCyA - X19O2NoCyA",0.0331241200830631,0.00213719695664657
"Vasopressin-Regulated Water Reabsorption11",24,"GNAS, STX4, NSF, CREB1, PRKACA, PRKACB, ARHGDIA, ARHGDIB",8.56676004410197,24,8.53171579274465,-0.0166721494869383,0.0350442513573217,0.954482813109136,0.995091010812567,NA,NA,NA,"Proteomics","Vasopressin-Regulated Water Reabsorption","X1O2PlusCyA - X19O2NoCyA",0.0202318873217181,0.00213719695664657
"Proximal Tubule Bicarbonate Reclamation11",12,"MDH1, GLS, GLUD1, PCK2",10.3642534444478,12,10.2475112864484,-0.161580438527511,0.116742157999369,0.683084348192431,0.995091010812567,NA,NA,NA,"Proteomics","Proximal Tubule Bicarbonate Reclamation","X1O2PlusCyA - X19O2NoCyA",0.16552566572878,0.00213719695664657
"Salivary Secretion11",42,"SLC12A2, GNAS, SLC4A2, LYZ, ITPR1, ITPR2, ITPR3, PRKCA, CD38, PRKACA, PRKACB, PLCB3, CALM1, CALML3",7.14430456961134,42,7.22732335226778,0.0389080250121899,-0.0830187826564366,0.863035884896047,0.995091010812567,NA,NA,NA,"Proteomics","Salivary Secretion","X1O2PlusCyA - X19O2NoCyA",0.0639711460132613,0.00213719695664657
"Gastric Acid Secretion11",48,"GNAS, EZR, ITPR1, ITPR2, ITPR3, PRKCA, PRKACA, PRKACB, PLCB3, GNAI2, GNAI3, ACTB, CALM1, CALML3, CAMK2B, CAMK2D",8.04101046815628,48,8.03480394500723,-0.0022528945333017,0.00620652314905001,0.991316606384525,0.995091010812567,NA,NA,NA,"Proteomics","Gastric Acid Secretion","X1O2PlusCyA - X19O2NoCyA",0.00378761852584609,0.00213719695664657
"Pancreatic Secretion11",33,"SLC12A2, SLC4A2, GNAS, RHOA, RAC1, ITPR1, ITPR2, ITPR3, PRKCA, CD38, PLCB3",7.90724352973247,33,7.93165482120487,0.0127998287667719,-0.0244112914723953,0.959808224772135,0.995091010812567,NA,NA,NA,"Proteomics","Pancreatic Secretion","X1O2PlusCyA - X19O2NoCyA",0.0178155328388458,0.00213719695664657
"Carbohydrate Digestion And Absorption11",21,"SLC2A5, CACNA1D, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PLCB3",6.84484013976234,21,6.60885898547498,-0.100928028602075,0.235981154287359,0.725043935276287,0.995091010812567,NA,NA,NA,"Proteomics","Carbohydrate Digestion And Absorption","X1O2PlusCyA - X19O2NoCyA",0.13963567581532,0.00213719695664657
"Protein Digestion And Absorption11",6,"SLC1A5, SLC3A2",10.3892882179692,6,10.282845058086,-0.105087909324824,0.106443159883158,0.861035868170135,0.995091010812567,NA,NA,NA,"Proteomics","Protein Digestion And Absorption","X1O2PlusCyA - X19O2NoCyA",0.0649787567648027,0.00213719695664657
"Fat Digestion And Absorption11",15,"APOB, APOA1, SCARB1, GOT2, AGPAT1",7.31123493562403,15,7.20497055158572,-0.0459436296805798,0.106264384038314,0.899893011610768,0.995091010812567,NA,NA,NA,"Proteomics","Fat Digestion And Absorption","X1O2PlusCyA - X19O2NoCyA",0.0458091208151693,0.00213719695664657
"Bile Secretion11",30,"SLC4A2, GNAS, ABCC4, SLC2A1, SCARB1, LDLR, HMGCR, NCEH1, PRKACA, PRKACB",6.46399879122521,30,6.44373061190079,-0.0101848174514807,0.0202681793244173,0.969432030460079,0.995091010812567,NA,NA,NA,"Proteomics","Bile Secretion","X1O2PlusCyA - X19O2NoCyA",0.0134826350957686,0.00213719695664657
"Vitamin Digestion And Absorption11",21,"APOB, APOA1, LMBRD1, ABCC1, SLC5A6, SLC19A1, SCARB1",7.19715665621167,21,7.05447022041637,-0.121724938312419,0.142686435795306,0.695411061773251,0.995091010812567,NA,NA,NA,"Proteomics","Vitamin Digestion And Absorption","X1O2PlusCyA - X19O2NoCyA",0.157758405356997,0.00213719695664657
"Mineral Absorption11",12,"TF, COPA, ATOX1, ATP2B1",8.31408464412406,12,8.1106281054905,-0.0923855828143647,0.203456538633557,0.816934855744609,0.995091010812567,NA,NA,NA,"Proteomics","Mineral Absorption","X1O2PlusCyA - X19O2NoCyA",0.0878125737229582,0.00213719695664657
"Cholesterol Metabolism11",42,"APOA1, APOB, APOE, NCEH1, LDLR, SCARB1, STARD3, NPC1, NPC2, VAPA, VAPB, VDAC1, VDAC2, VDAC3",7.62712362251674,42,7.55937802389894,-0.0280724317718771,0.067745598617809,0.898491836134161,0.995091010812567,NA,NA,NA,"Proteomics","Cholesterol Metabolism","X1O2PlusCyA - X19O2NoCyA",0.0464858646184382,0.00213719695664657
"Alzheimer Disease11",456,"NCSTN, APP, CASP9, CASP3, HSD17B10, CDK5, FADD, CASP8, BID, EIF2AK3, APOE, BAD, IDE, MME, GAPDH, NAE1, CASP7, TRAF2, MTOR, RB1CC1, ATG101, AMBRA1, PIK3R4, PIK3C3, MAP2K7, EIF2S1, TUBB, APC, CTNNB1, CSNK1E, INSR, MCU, PPID, PSEN1, CYCS, NDUFV1, NDUFV2, NDUFV3, NDUFA2, NDUFA4, NDUFA5, NDUFA6, NDUFA7, NDUFA9, NDUFA10, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB9, NDUFB10, NDUFB11, NDUFS1, NDUFS2, NDUFS3, NDUFS6, NDUFS7, NDUFS8, NDUFC2, SDHA, SDHB, COX5A, COX5B, COX6C, COX7B, ITPR1, ITPR2, ITPR3, CACNA1D, CAPN1, RTN3, RTN4, FZD6, NRAS, RELA, NFKB1, IKBKB, IKBKG, ARAF, BRAF, MAP2K1, MAP2K2, VDAC1, VDAC2, VDAC3, PPIF, PSMA6, PSMA2, PSMA4, PSMA7, PSMA5, PSMA1, PSMA3, PSMB6, PSMB7, PSMB3, PSMB2, PSMB5, PSMB1, PSMB4, PSMC2, PSMC1, PSMC4, PSMC6, PSMC3, PSMC5, PSMD2, PSMD1, PSMD3, PSMD9, PSMD12, PSMD11, PSMD6, PSMD7, PSMD13, PSMD4, PSMD14, PSMD8, COX4I1, COX7A2, PLCB3, FAS, MAPK1, MAPK3, CALM1, CALML3, PPP3CA, PPP3CC, MAPK9, ATG2B, BECN1, KIF5B, KLC2, KLC4, TUBA4A, TUBAL3, TUBA1C, TUBB3, TUBB4B, TUBB2A, DVL2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, CHUK, SLC25A4, SLC25A5, SLC25A6, PSMA8, ADRM1",8.20417070456015,456,8.1387219825511,-0.0288121816071076,0.0654487220090516,0.658242242499763,0.995091010812567,NA,NA,NA,"Proteomics","Alzheimer Disease","X1O2PlusCyA - X19O2NoCyA",0.181614250428349,0.00213719695664657
"Parkinson Disease11",378,"PARK7, UCHL1, HTRA2, CASP9, CASP3, EIF2AK3, EIF2S1, HSPA5, PLCG1, TUBB, BAX, BCL2L1, TRAP1, TP53, DAXX, MCU, SOD1, CYCS, KEAP1, UBE2L3, UBE2L6, NDUFV1, NDUFV2, NDUFV3, NDUFA2, NDUFA4, NDUFA5, NDUFA6, NDUFA7, NDUFA9, NDUFA10, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB9, NDUFB10, NDUFB11, NDUFS1, NDUFS2, NDUFS3, NDUFS6, NDUFS7, NDUFS8, NDUFC2, SDHA, SDHB, UQCRFS1, CYC1, VDAC1, PPIF, VDAC2, VDAC3, GNAS, PSMA6, PSMA2, PSMA4, PSMA7, PSMA5, PSMA1, PSMA3, PSMB6, PSMB7, PSMB3, PSMB2, PSMB5, PSMB1, PSMB4, PSMC2, PSMC1, PSMC4, PSMC6, PSMC3, PSMC5, PSMD2, PSMD1, PSMD3, PSMD9, PSMD12, PSMD11, PSMD6, PSMD7, PSMD13, PSMD4, PSMD14, PSMD8, ITPR1, ITPR2, ITPR3, MFN1, MFN2, UBA1, RPS27A, UBA52, UQCRQ, UQCR10, UQCRB, UQCRC1, UQCRC2, UQCRH, SLC25A4, SLC25A5, SLC25A6, GNAI2, GNAI3, PRKACA, PRKACB, PSMA8, ADRM1, CALM1, CALML3, CAMK2B, CAMK2D, KIF5B, KLC2, KLC4, TUBA4A, TUBAL3, TUBA1C, TUBB3, TUBB4B, TUBB2A, MAPK9, TXN2, TXN",8.82949212447999,378,8.80974820375775,-0.0101358351477335,0.0197439207222398,0.889651261207781,0.995091010812567,NA,NA,NA,"Proteomics","Parkinson Disease","X1O2PlusCyA - X19O2NoCyA",0.0507802012360651,0.00213719695664657
"Amyotrophic Lateral Sclerosis11",432,"SOD1, CASP3, BAX, BAD, BCL2L1, CASP9, BID, DAXX, MAP2K3, MAP2K6, CCS, DERL1, RAC1, RAB5A, TP53, EIF2AK3, EIF2S1, HSPA5, TUBB, TRAF2, MTOR, RB1CC1, ATG101, AMBRA1, PIK3R4, PIK3C3, RAB1A, WDR41, SQSTM1, TBK1, TANK, TARDBP, VDAC1, HDAC6, VAPB, VCP, ITPR3, SIGMAR1, GLE1, MATR3, SETX, CHMP2B, MCU, NCBP1, CYCS, CAT, FUS, ALYREF, NDUFV1, NDUFV2, NDUFV3, NDUFA2, NDUFA4, NDUFA5, NDUFA6, NDUFA7, NDUFA9, NDUFA10, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB9, NDUFB10, NDUFB11, NDUFS1, NDUFS2, NDUFS3, NDUFS6, NDUFS7, NDUFS8, NDUFC2, SDHA, SDHB, COX5A, COX5B, COX6C, COX7B, PSMA6, PSMA2, PSMA4, PSMA7, PSMA5, PSMA1, PSMA3, PSMB6, PSMB7, PSMB3, PSMB2, PSMB5, PSMB1, PSMB4, PSMC2, PSMC1, PSMC4, PSMC6, PSMC3, PSMC5, PSMD2, PSMD1, PSMD3, PSMD9, PSMD12, PSMD11, PSMD6, PSMD7, PSMD13, PSMD4, PSMD14, PSMD8, RAB8A, RAB39B, DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, ACTR10, HNRNPA2B1, SRSF3, SRSF7, TOMM40, MAPK14, PPP3CA, PPP3CC, COX4I1, COX7A2, KIF5B, KLC2, KLC4, ATG2B, BECN1, PSMA8, ADRM1, ACTR1B, ACTR1A, MAP1LC3B2, HNRNPA3, HNRNPA1, ATXN2L, ATXN2, NXF1, NXT1",8.46446481779182,432,8.41384720450278,-0.0250044793547649,0.0506176132890381,0.711290514074506,0.995091010812567,NA,NA,NA,"Proteomics","Amyotrophic Lateral Sclerosis","X1O2PlusCyA - X19O2NoCyA",0.1479529831095,0.00213719695664657
