Pathway,P-value,Contrast,-log10Pvalue,Pathway Name
hsa04621,1.132964451612523e-06,"1% O2, CyA- vs 19% O2, CyA-",5.94578371653618,NOD-like receptor signaling pathway
hsa05130,0.0008986669449953825,"1% O2, CyA- vs 19% O2, CyA-",3.0464012323497704,Pathogenic Escherichia coli infection
hsa04670,0.21514013617471572,"1% O2, CyA- vs 19% O2, CyA-",0.6672785608205271,Leukocyte transendothelial migration
hsa04928,1.4093821365061868e-10,"1% O2, CyA- vs 19% O2, CyA-",9.850971237355534,"Parathyroid hormone synthesis, secretion and action"
hsa00130,0.40862288182728246,"1% O2, CyA- vs 19% O2, CyA-",0.38867731765197155,Ubiquinone and other terpenoid-quinone biosynthesis
hsa05100,0.06580995603624706,"1% O2, CyA- vs 19% O2, CyA-",1.181708399326454,Bacterial invasion of epithelial cells
hsa05414,0.32901452713086987,"1% O2, CyA- vs 19% O2, CyA-",0.48278492602118267,Dilated cardiomyopathy
hsa05321,0.4911189212840595,"1% O2, CyA- vs 19% O2, CyA-",0.3088133335308683,Inflammatory bowel disease
hsa00051,0.3386999691673621,"1% O2, CyA- vs 19% O2, CyA-",0.47018484289019435,Fructose and mannose metabolism
hsa05230,4.2798967964038807e-17,"1% O2, CyA- vs 19% O2, CyA-",16.368566703251478,Central carbon metabolism in cancer
hsa04727,0.0031316483268910462,"1% O2, CyA- vs 19% O2, CyA-",2.504227013621066,GABAergic synapse
hsa04630,0.38304598152400915,"1% O2, CyA- vs 19% O2, CyA-",0.41674908941646827,JAK-STAT signaling pathway
hsa00603,0.523248130002113,"1% O2, CyA- vs 19% O2, CyA-",0.28129231507950947,Glycosphingolipid biosynthesis - globo and isoglobo series
hsa00340,0.5198929379317256,"1% O2, CyA- vs 19% O2, CyA-",0.28408608185111567,Histidine metabolism
hsa04610,0.35089612889865907,"1% O2, CyA- vs 19% O2, CyA-",0.45482142291376093,Complement and coagulation cascades
hsa05205,0.07879739843336209,"1% O2, CyA- vs 19% O2, CyA-",1.1034881208947898,Proteoglycans in cancer
hsa04140,1.247485403548965e-52,"1% O2, CyA- vs 19% O2, CyA-",51.90396452722379,Autophagy - animal
hsa00010,0.4444671222874033,"1% O2, CyA- vs 19% O2, CyA-",0.3521603587370687,Glycolysis / Gluconeogenesis
hsa04144,5.476581114769991e-07,"1% O2, CyA- vs 19% O2, CyA-",6.261490475522004,Endocytosis
hsa01521,0.0,"1% O2, CyA- vs 19% O2, CyA-",inf,EGFR tyrosine kinase inhibitor resistance
hsa05415,0.23089969963822515,"1% O2, CyA- vs 19% O2, CyA-",0.6365766320267224,Diabetic cardiomyopathy
hsa05133,0.3098460312914546,"1% O2, CyA- vs 19% O2, CyA-",0.5088540622035389,Pertussis
hsa04620,0.10414074739048518,"1% O2, CyA- vs 19% O2, CyA-",0.9823793098329902,Toll-like receptor signaling pathway
hsa00980,0.48592696530577,"1% O2, CyA- vs 19% O2, CyA-",0.31342900017848463,Metabolism of xenobiotics by cytochrome P450
hsa01524,1.858520813352311e-12,"1% O2, CyA- vs 19% O2, CyA-",11.73083257092906,Platinum drug resistance
hsa00630,0.4231599660768696,"1% O2, CyA- vs 19% O2, CyA-",0.3734954263564292,Glyoxylate and dicarboxylate metabolism
hsa05022,0.06972012252536416,"1% O2, CyA- vs 19% O2, CyA-",1.1566418583371048,Pathways of neurodegeneration - multiple diseases
hsa05165,0.3801874266962998,"1% O2, CyA- vs 19% O2, CyA-",0.4200022499290411,Human papillomavirus infection
hsa04330,0.05630274388694894,"1% O2, CyA- vs 19% O2, CyA-",1.2494704395017078,Notch signaling pathway
hsa04927,0.02628679957397901,"1% O2, CyA- vs 19% O2, CyA-",1.5802622861632936,Cortisol synthesis and secretion
hsa01523,0.19240673853780754,"1% O2, CyA- vs 19% O2, CyA-",0.7157797220147408,Antifolate resistance
hsa05323,0.5050256158346647,"1% O2, CyA- vs 19% O2, CyA-",0.2966865931021232,Rheumatoid arthritis
hsa00563,0.5188950683847694,"1% O2, CyA- vs 19% O2, CyA-",0.28492045685076417,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
hsa04917,0.06834040706505548,"1% O2, CyA- vs 19% O2, CyA-",1.1653224386835705,Prolactin signaling pathway
hsa05135,0.23786668913354764,"1% O2, CyA- vs 19% O2, CyA-",0.6236663723318006,Yersinia infection
hsa04612,0.17222912087799913,"1% O2, CyA- vs 19% O2, CyA-",0.7638934152089112,Antigen processing and presentation
hsa00330,0.4740689392777835,"1% O2, CyA- vs 19% O2, CyA-",0.32415849847173106,Arginine and proline metabolism
hsa05016,4.319807969211265e-13,"1% O2, CyA- vs 19% O2, CyA-",12.36453555868637,Huntington disease
hsa04141,2.0033660610090866e-18,"1% O2, CyA- vs 19% O2, CyA-",17.698239687875216,Protein processing in endoplasmic reticulum
hsa04979,0.035894024223479364,"1% O2, CyA- vs 19% O2, CyA-",1.4449778484353129,Cholesterol metabolism
hsa00670,0.37403566000443567,"1% O2, CyA- vs 19% O2, CyA-",0.4270869908346094,One carbon pool by folate
hsa00260,0.5048416930225854,"1% O2, CyA- vs 19% O2, CyA-",0.29684478549544996,"Glycine, serine and threonine metabolism"
hsa04730,0.0,"1% O2, CyA- vs 19% O2, CyA-",inf,Long-term depression
hsa04650,2.4615397333440046e-19,"1% O2, CyA- vs 19% O2, CyA-",18.608793149599624,Natural killer cell mediated cytotoxicity
hsa04720,1.8741556965071714e-10,"1% O2, CyA- vs 19% O2, CyA-",9.727194332698437,Long-term potentiation
hsa00360,0.5360228124092331,"1% O2, CyA- vs 19% O2, CyA-",0.2708167269254667,Phenylalanine metabolism
hsa05020,1.053973779662939e-06,"1% O2, CyA- vs 19% O2, CyA-",5.977170193193057,Prion disease
hsa00760,0.4712285878730983,"1% O2, CyA- vs 19% O2, CyA-",0.3267683702181469,Nicotinate and nicotinamide metabolism
hsa05210,0.09117615131417611,"1% O2, CyA- vs 19% O2, CyA-",1.0401187439863586,Colorectal cancer
hsa03018,0.02821021140353977,"1% O2, CyA- vs 19% O2, CyA-",1.5495936592878536,RNA degradation
hsa00410,0.44466752054697095,"1% O2, CyA- vs 19% O2, CyA-",0.35196459117702966,beta-Alanine metabolism
hsa00565,0.501958086534768,"1% O2, CyA- vs 19% O2, CyA-",0.299332544900025,Ether lipid metabolism
hsa04350,0.04090517771698843,"1% O2, CyA- vs 19% O2, CyA-",1.3882217161590327,TGF-beta signaling pathway
hsa05150,0.43108985837621333,"1% O2, CyA- vs 19% O2, CyA-",0.36543219404023447,Staphylococcus aureus infection
hsa00120,0.531315006670788,"1% O2, CyA- vs 19% O2, CyA-",0.27464791753224416,Primary bile acid biosynthesis
hsa04810,8.359011158415128e-99,"1% O2, CyA- vs 19% O2, CyA-",98.07784509503036,Regulation of actin cytoskeleton
hsa05144,0.4833832654701903,"1% O2, CyA- vs 19% O2, CyA-",0.3157083887644354,Malaria
hsa04072,4.475403632311628e-21,"1% O2, CyA- vs 19% O2, CyA-",20.349167789983696,Phospholipase D signaling pathway
hsa00910,1.8004247568521786e-18,"1% O2, CyA- vs 19% O2, CyA-",17.744625023899317,Nitrogen metabolism
hsa00513,0.36156722815083897,"1% O2, CyA- vs 19% O2, CyA-",0.44181094013872063,Various types of N-glycan biosynthesis
hsa05134,0.35735355812452674,"1% O2, CyA- vs 19% O2, CyA-",0.44690188932563824,Legionellosis
hsa04970,0.09324527091391821,"1% O2, CyA- vs 19% O2, CyA-",1.0303731849141295,Salivary secretion
hsa05171,0.22959471001044962,"1% O2, CyA- vs 19% O2, CyA-",0.6390381225446986,Coronavirus disease - COVID-19
hsa05017,0.13512564641940694,"1% O2, CyA- vs 19% O2, CyA-",0.8692622154385597,Spinocerebellar ataxia
hsa04976,0.03642060724000464,"1% O2, CyA- vs 19% O2, CyA-",1.4386528174981366,Bile secretion
hsa04060,0.03439491632718175,"1% O2, CyA- vs 19% O2, CyA-",1.463505742725136,Cytokine-cytokine receptor interaction
hsa04925,2.524089015710731e-14,"1% O2, CyA- vs 19% O2, CyA-",13.597895333124304,Aldosterone synthesis and secretion
hsa00280,1.9888508343082502e-28,"1% O2, CyA- vs 19% O2, CyA-",27.70139778815063,"Valine, leucine and isoleucine degradation"
hsa00380,0.34859001846188553,"1% O2, CyA- vs 19% O2, CyA-",0.4576850526505427,Tryptophan metabolism
hsa04662,0.038214837624101564,"1% O2, CyA- vs 19% O2, CyA-",1.4177679814043116,B cell receptor signaling pathway
hsa00970,0.236094248392488,"1% O2, CyA- vs 19% O2, CyA-",0.6269145928527871,Aminoacyl-tRNA biosynthesis
hsa04936,0.25324861567604845,"1% O2, CyA- vs 19% O2, CyA-",0.5964529199297609,Alcoholic liver disease
hsa04923,0.455559506117365,"1% O2, CyA- vs 19% O2, CyA-",0.34145488654939543,Regulation of lipolysis in adipocytes
hsa05215,0.11411087578741802,"1% O2, CyA- vs 19% O2, CyA-",0.94267296145936,Prostate cancer
hsa05224,0.27049234340990314,"1% O2, CyA- vs 19% O2, CyA-",0.5678450235773407,Breast cancer
hsa04014,2.7504450171216897e-07,"1% O2, CyA- vs 19% O2, CyA-",6.560597032408206,Ras signaling pathway
hsa04151,1.8566298117444977e-05,"1% O2, CyA- vs 19% O2, CyA-",4.731274680397742,PI3K-Akt signaling pathway
hsa05417,0.14239320265123184,"1% O2, CyA- vs 19% O2, CyA-",0.8465107418896168,Lipid and atherosclerosis
hsa04210,0.0039485681132930385,"1% O2, CyA- vs 19% O2, CyA-",2.4035603659522553,Apoptosis
hsa04713,2.4681158327121893e-15,"1% O2, CyA- vs 19% O2, CyA-",14.607634462010251,Circadian entrainment
hsa05120,0.26067431428179577,"1% O2, CyA- vs 19% O2, CyA-",0.5839017602212093,Epithelial cell signaling in Helicobacter pylori infection
hsa00350,0.48383366410445827,"1% O2, CyA- vs 19% O2, CyA-",0.31530391764802523,Tyrosine metabolism
hsa05322,0.5290942852200566,"1% O2, CyA- vs 19% O2, CyA-",0.27646692928404265,Systemic lupus erythematosus
hsa05163,0.05014748464467254,"1% O2, CyA- vs 19% O2, CyA-",1.2997508459403795,Human cytomegalovirus infection
hsa00030,3.0226299317232246e-05,"1% O2, CyA- vs 19% O2, CyA-",4.5196150213464055,Pentose phosphate pathway
hsa00230,0.4563431710356223,"1% O2, CyA- vs 19% O2, CyA-",0.34070844410115925,Purine metabolism
hsa04211,0.0,"1% O2, CyA- vs 19% O2, CyA-",inf,Longevity regulating pathway
hsa04611,0.08835370666267611,"1% O2, CyA- vs 19% O2, CyA-",1.0537752260171063,Platelet activation
hsa04012,0.06780467040648466,"1% O2, CyA- vs 19% O2, CyA-",1.1687403907655787,ErbB signaling pathway
hsa04728,0.3628466023570981,"1% O2, CyA- vs 19% O2, CyA-",0.4402769392338716,Dopaminergic synapse
hsa05219,0.40551454541280607,"1% O2, CyA- vs 19% O2, CyA-",0.39199356345227,Bladder cancer
hsa00600,0.14247360357924777,"1% O2, CyA- vs 19% O2, CyA-",0.8462655909661628,Sphingolipid metabolism
hsa04972,0.023822819060371123,"1% O2, CyA- vs 19% O2, CyA-",1.6230068478103405,Pancreatic secretion
hsa04360,2.2009196687389733e-11,"1% O2, CyA- vs 19% O2, CyA-",10.657395808450767,Axon guidance
hsa04722,0.08753243645907965,"1% O2, CyA- vs 19% O2, CyA-",1.0578309828085646,Neurotrophin signaling pathway
hsa00512,0.5336208825960868,"1% O2, CyA- vs 19% O2, CyA-",0.2727671831792322,Mucin type O-glycan biosynthesis
hsa04723,0.48013781513753045,"1% O2, CyA- vs 19% O2, CyA-",0.31863408811785837,Retrograde endocannabinoid signaling
hsa00601,0.5220835729975929,"1% O2, CyA- vs 19% O2, CyA-",0.2822599713530349,Glycosphingolipid biosynthesis - lacto and neolacto series
hsa05204,0.2611862499211093,"1% O2, CyA- vs 19% O2, CyA-",0.583049690109718,Chemical carcinogenesis - DNA adducts
hsa04071,5.895144416281214e-26,"1% O2, CyA- vs 19% O2, CyA-",25.22950555131091,Sphingolipid signaling pathway
hsa04213,4.1407202865986655e-12,"1% O2, CyA- vs 19% O2, CyA-",11.382924105911448,Longevity regulating pathway - multiple species
hsa04270,6.876193537364637e-08,"1% O2, CyA- vs 19% O2, CyA-",7.162651908159123,Vascular smooth muscle contraction
hsa04918,0.0011019323867518145,"1% O2, CyA- vs 19% O2, CyA-",2.957845052454691,Thyroid hormone synthesis
hsa04657,0.4160425336715611,"1% O2, CyA- vs 19% O2, CyA-",0.3808622674632043,IL-17 signaling pathway
hsa04622,0.1192117416375933,"1% O2, CyA- vs 19% O2, CyA-",0.9236809671018186,RIG-I-like receptor signaling pathway
hsa00052,0.3607234361133621,"1% O2, CyA- vs 19% O2, CyA-",0.44282564075880215,Galactose metabolism
hsa00515,0.5430459596762115,"1% O2, CyA- vs 19% O2, CyA-",0.26516341315681624,Mannose type O-glycan biosynthesis
hsa04659,0.19560492022992165,"1% O2, CyA- vs 19% O2, CyA-",0.7086202252036851,Th17 cell differentiation
hsa00270,0.07846276052470118,"1% O2, CyA- vs 19% O2, CyA-",1.1053364163243167,Cysteine and methionine metabolism
hsa04915,0.08179371080848419,"1% O2, CyA- vs 19% O2, CyA-",1.0872800883357265,Estrogen signaling pathway
hsa04216,0.27629494521591513,"1% O2, CyA- vs 19% O2, CyA-",0.5586270603781547,Ferroptosis
hsa04512,0.36878027144583403,"1% O2, CyA- vs 19% O2, CyA-",0.4332323203499331,ECM-receptor interaction
hsa04510,3.6396375814036295e-10,"1% O2, CyA- vs 19% O2, CyA-",9.438941859272013,Focal adhesion
hsa04668,3.0659244782236724e-10,"1% O2, CyA- vs 19% O2, CyA-",9.513438547164187,TNF signaling pathway
hsa05226,5.398648573633083e-05,"1% O2, CyA- vs 19% O2, CyA-",4.267714942115596,Gastric cancer
hsa00770,0.5226916925743138,"1% O2, CyA- vs 19% O2, CyA-",0.2817544023277423,Pantothenate and CoA biosynthesis
hsa05131,0.07417849022874291,"1% O2, CyA- vs 19% O2, CyA-",1.1297220102093297,Shigellosis
hsa01522,4.977504003100229e-06,"1% O2, CyA- vs 19% O2, CyA-",5.302988382024081,Endocrine resistance
hsa04062,0.1878473003923422,"1% O2, CyA- vs 19% O2, CyA-",0.7261950419268338,Chemokine signaling pathway
hsa04911,2.148056733892214e-06,"1% O2, CyA- vs 19% O2, CyA-",5.667954252352864,Insulin secretion
hsa00040,0.5310700784586456,"1% O2, CyA- vs 19% O2, CyA-",0.2748481669039068,Pentose and glucuronate interconversions
hsa04930,0.022999388809803567,"1% O2, CyA- vs 19% O2, CyA-",1.6382837048544312,Type II diabetes mellitus
hsa05202,0.00025823480688364186,"1% O2, CyA- vs 19% O2, CyA-",3.587985220556442,Transcriptional misregulation in cancer
hsa05145,0.030476775783946065,"1% O2, CyA- vs 19% O2, CyA-",1.5160309800262226,Toxoplasmosis
hsa04380,0.014328230759994965,"1% O2, CyA- vs 19% O2, CyA-",1.8438074326737208,Osteoclast differentiation
hsa04010,0.021190893650407938,"1% O2, CyA- vs 19% O2, CyA-",1.6738507280812167,MAPK signaling pathway
hsa05142,0.47666288109289306,"1% O2, CyA- vs 19% O2, CyA-",0.3217886663322141,Chagas disease
hsa00020,0.29832515011107397,"1% O2, CyA- vs 19% O2, CyA-",0.5253101321758646,Citrate cycle (TCA cycle)
hsa04744,0.5116587776151668,"1% O2, CyA- vs 19% O2, CyA-",0.29101957105879667,Phototransduction
hsa04921,0.24288280592780076,"1% O2, CyA- vs 19% O2, CyA-",0.614603228525385,Oxytocin signaling pathway
hsa05225,0.005106064832083242,"19% O2, CyA- vs 1% O2, CyA+",2.2919136752275673,Hepatocellular carcinoma
hsa04962,0.4956535297565384,"19% O2, CyA- vs 1% O2, CyA+",0.3048217966816041,Vasopressin-regulated water reabsorption
hsa03250,7.229198030922383e-91,"19% O2, CyA- vs 1% O2, CyA+",90.14090987837119,Viral life cycle - HIV-1
hsa04912,6.293763079416012e-09,"19% O2, CyA- vs 1% O2, CyA+",8.201089609570065,GnRH signaling pathway
hsa05218,2.580130036093183e-14,"19% O2, CyA- vs 1% O2, CyA+",13.588358405457477,Melanoma
hsa00100,2.633989924871417e-05,"19% O2, CyA- vs 1% O2, CyA+",4.579385890566762,Steroid biosynthesis
hsa00830,0.5011784697553012,"19% O2, CyA- vs 1% O2, CyA+",0.3000075942367628,Retinol metabolism
hsa00785,0.5175870739551677,"19% O2, CyA- vs 1% O2, CyA+",0.28601657812768755,Lipoic acid metabolism
hsa04625,0.1322034494838749,"19% O2, CyA- vs 1% O2, CyA+",0.8787572129875356,C-type lectin receptor signaling pathway
hsa05221,0.0012681974176613339,"19% O2, CyA- vs 1% O2, CyA+",2.8968131354705955,Acute myeloid leukemia
hsa04145,1.1227106609784074e-16,"19% O2, CyA- vs 1% O2, CyA+",15.94973215338332,Phagosome
hsa05217,0.4905673770421456,"19% O2, CyA- vs 1% O2, CyA+",0.3093013359536392,Basal cell carcinoma
hsa05223,0.01522621702207983,"19% O2, CyA- vs 1% O2, CyA+",1.8174079844192326,Non-small cell lung cancer
hsa05330,0.5423519313079062,"19% O2, CyA- vs 1% O2, CyA+",0.2657188089876387,Allograft rejection
hsa04022,0.31184910926114595,"19% O2, CyA- vs 1% O2, CyA+",0.5060554920923159,cGMP-PKG signaling pathway
hsa00140,0.5000032362868404,"19% O2, CyA- vs 1% O2, CyA+",0.3010271846700451,Steroid hormone biosynthesis
hsa04066,0.01660160921308491,"19% O2, CyA- vs 1% O2, CyA+",1.7798498132556895,HIF-1 signaling pathway
hsa04724,0.492849647112792,"19% O2, CyA- vs 1% O2, CyA+",0.3072855500703021,Glutamatergic synapse
hsa05012,0.2649124677031012,"19% O2, CyA- vs 1% O2, CyA+",0.576897601811336,Parkinson disease
hsa05146,0.3653228690874073,"19% O2, CyA- vs 1% O2, CyA+",0.4373231402501876,Amoebiasis
hsa05410,0.41090989206379497,"19% O2, CyA- vs 1% O2, CyA+",0.38625340359816873,Hypertrophic cardiomyopathy
hsa00510,0.49949599477445783,"19% O2, CyA- vs 1% O2, CyA+",0.3014679898290412,N-Glycan biosynthesis
hsa04114,0.004164935576461658,"19% O2, CyA- vs 1% O2, CyA+",2.3803917119051157,Oocyte meiosis
hsa04310,0.029033500582410377,"19% O2, CyA- vs 1% O2, CyA+",1.5371005979275427,Wnt signaling pathway
hsa03015,3.6574097255377106e-27,"19% O2, CyA- vs 1% O2, CyA+",26.43682638459696,mRNA surveillance pathway
hsa03440,0.013688435319287469,"19% O2, CyA- vs 1% O2, CyA+",1.8636461918247738,Homologous recombination
hsa05152,1.2652804727843314e-06,"19% O2, CyA- vs 1% O2, CyA+",5.897813194424061,Tuberculosis
hsa04110,2.671848683416989e-33,"19% O2, CyA- vs 1% O2, CyA+",32.573188141188204,Cell cycle
hsa00604,0.5180364196991846,"19% O2, CyA- vs 1% O2, CyA+",0.2856397068215899,Glycosphingolipid biosynthesis - ganglio series
hsa05416,3.313013779400642e-50,"19% O2, CyA- vs 1% O2, CyA+",49.47977675780798,Viral myocarditis
hsa04664,0.0,"19% O2, CyA- vs 1% O2, CyA+",inf,Fc epsilon RI signaling pathway
hsa04929,0.22907816602646203,"19% O2, CyA- vs 1% O2, CyA+",0.6400163024566295,GnRH secretion
hsa04136,0.0,"19% O2, CyA- vs 1% O2, CyA+",inf,Autophagy - other
hsa04660,0.00034928061469021604,"19% O2, CyA- vs 1% O2, CyA+",3.456825517330269,T cell receptor signaling pathway
hsa00310,0.022041530587987027,"19% O2, CyA- vs 1% O2, CyA+",1.65675825088937,Lysine degradation
hsa04070,0.009940011323346,"19% O2, CyA- vs 1% O2, CyA+",2.0026131208678897,Phosphatidylinositol signaling system
hsa04726,0.0868034830217495,"19% O2, CyA- vs 1% O2, CyA+",1.061462848247727,Serotonergic synapse
hsa05332,0.5488457327045414,"19% O2, CyA- vs 1% O2, CyA+",0.2605497080999175,Graft-versus-host disease
hsa04916,0.4663986685910709,"19% O2, CyA- vs 1% O2, CyA+",0.3312426980097121,Melanogenesis
hsa05169,0.2261040368191728,"19% O2, CyA- vs 1% O2, CyA+",0.6456916837729918,Epstein-Barr virus infection
hsa00900,0.2608994698523722,"19% O2, CyA- vs 1% O2, CyA+",0.5835268033851118,Terpenoid backbone biosynthesis
hsa00591,0.5283834565041745,"19% O2, CyA- vs 1% O2, CyA+",0.2770507884485459,Linoleic acid metabolism
hsa04024,0.21669958283321533,"19% O2, CyA- vs 1% O2, CyA+",0.6641419247365133,cAMP signaling pathway
hsa04068,6.632225646468499e-31,"19% O2, CyA- vs 1% O2, CyA+",30.178340706319506,FoxO signaling pathway
hsa00520,0.1255709691678933,"19% O2, CyA- vs 1% O2, CyA+",0.9011107538113576,Amino sugar and nucleotide sugar metabolism
hsa00860,0.5081506278811053,"19% O2, CyA- vs 1% O2, CyA+",0.2940075334619986,Porphyrin metabolism
hsa04922,1.1973591380985948e-90,"19% O2, CyA- vs 1% O2, CyA+",89.92177556696961,Glucagon signaling pathway
hsa04926,0.27324779241704467,"19% O2, CyA- vs 1% O2, CyA+",0.5634433380515211,Relaxin signaling pathway
hsa04370,3.095585616805934e-08,"19% O2, CyA- vs 1% O2, CyA+",7.5092571798945995,VEGF signaling pathway
hsa05213,5.264545625510761e-118,"19% O2, CyA- vs 1% O2, CyA+",117.2786391061212,Endometrial cancer
hsa04520,3.2078112710026256e-23,"19% O2, CyA- vs 1% O2, CyA+",22.49379119100297,Adherens junction
hsa05110,0.003744733015124382,"19% O2, CyA- vs 1% O2, CyA+",2.426579140365457,Vibrio cholerae infection
hsa05220,0.2911862614916798,"19% O2, CyA- vs 1% O2, CyA+",0.5358291193971372,Chronic myeloid leukemia
hsa05235,0.00046265743150179946,"19% O2, CyA- vs 1% O2, CyA+",3.3347404575226656,PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05207,5.752899458387627e-10,"19% O2, CyA- vs 1% O2, CyA+",9.240113215936088,Chemical carcinogenesis - receptor activation
hsa05418,0.006488595412488315,"19% O2, CyA- vs 1% O2, CyA+",2.187849304836737,Fluid shear stress and atherosclerosis
hsa00920,0.4842313965073756,"19% O2, CyA- vs 1% O2, CyA+",0.3149470552745995,Sulfur metabolism
hsa04931,0.002276288923421387,"19% O2, CyA- vs 1% O2, CyA+",2.6427726149114235,Insulin resistance
hsa00500,0.29174351575102475,"19% O2, CyA- vs 1% O2, CyA+",0.5349987877413542,Starch and sucrose metabolism
hsa05216,0.2153931849938584,"19% O2, CyA- vs 1% O2, CyA+",0.6667680418290468,Thyroid cancer
hsa00740,0.4221092685739638,"19% O2, CyA- vs 1% O2, CyA+",0.374575111606942,Riboflavin metabolism
hsa00062,0.508050176768503,"19% O2, CyA- vs 1% O2, CyA+",0.2940933931933563,Fatty acid elongation
hsa04390,0.46725987093163135,"19% O2, CyA- vs 1% O2, CyA+",0.33044151531915106,Hippo signaling pathway
hsa04064,0.2656683551026706,"19% O2, CyA- vs 1% O2, CyA+",0.5756601731876301,NF-kappa B signaling pathway
hsa04932,1.1299508956474799e-15,"19% O2, CyA- vs 1% O2, CyA+",14.946940429271189,Non-alcoholic fatty liver disease
hsa05222,0.43962764772066265,"19% O2, CyA- vs 1% O2, CyA+",0.35691500306621915,Small cell lung cancer
hsa05320,0.5459151116703447,"19% O2, CyA- vs 1% O2, CyA+",0.26287488366764744,Autoimmune thyroid disease
hsa04115,0.06563700859139524,"19% O2, CyA- vs 1% O2, CyA+",1.1828512201517625,p53 signaling pathway
hsa04710,8.806634706027405e-184,"19% O2, CyA- vs 1% O2, CyA+",183.05519001756014,Circadian rhythm
hsa05206,0.033388612503257725,"19% O2, CyA- vs 1% O2, CyA+",1.476401628106429,MicroRNAs in cancer
hsa05032,0.4949968616541113,"19% O2, CyA- vs 1% O2, CyA+",0.3053975545424363,Morphine addiction
hsa00620,0.45904940050421744,"19% O2, CyA- vs 1% O2, CyA+",0.3381405754389045,Pyruvate metabolism
hsa05132,3.425564568907648e-14,"19% O2, CyA- vs 1% O2, CyA+",13.465267841994836,Salmonella infection
hsa04658,0.29707905753830033,"19% O2, CyA- vs 1% O2, CyA+",0.5271279625219067,Th1 and Th2 cell differentiation
hsa05014,2.859400670899355e-81,"19% O2, CyA- vs 1% O2, CyA+",80.54372498526159,Amyotrophic lateral sclerosis
hsa04933,0.45365113043762484,"19% O2, CyA- vs 1% O2, CyA+",0.3432780025818945,AGE-RAGE signaling pathway in diabetic complications
hsa00531,0.46711256564005355,"19% O2, CyA- vs 1% O2, CyA+",0.3305784497433987,Glycosaminoglycan degradation
hsa04714,6.370672054082357e-05,"19% O2, CyA- vs 1% O2, CyA+",4.19581475071268,Thermogenesis
hsa00592,0.30604576228985303,"19% O2, CyA- vs 1% O2, CyA+",0.5142136296491083,alpha-Linolenic acid metabolism
hsa05170,0.2353086920834347,"19% O2, CyA- vs 1% O2, CyA+",0.6283620300949095,Human immunodeficiency virus 1 infection
hsa05160,0.00021893941810681184,"19% O2, CyA- vs 1% O2, CyA+",3.659676040510119,Hepatitis C
hsa04392,0.31850382482047457,"19% O2, CyA- vs 1% O2, CyA+",0.49688534798027123,Hippo signaling pathway - multiple species
hsa04666,9.436627547183988e-17,"19% O2, CyA- vs 1% O2, CyA+",16.02518318571599,Fc gamma R-mediated phagocytosis
hsa04920,0.4396063289589641,"19% O2, CyA- vs 1% O2, CyA+",0.35693606371859177,Adipocytokine signaling pathway
hsa04940,0.5407061241402084,"19% O2, CyA- vs 1% O2, CyA+",0.2670387114947715,Type I diabetes mellitus
hsa04672,0.26446511255770633,"19% O2, CyA- vs 1% O2, CyA+",0.5776316106722625,Intestinal immune network for IgA production
hsa00780,0.5555909221827697,"19% O2, CyA- vs 1% O2, CyA+",0.25524485882739995,Biotin metabolism
hsa00590,0.4697356753908605,"19% O2, CyA- vs 1% O2, CyA+",0.3281464548539617,Arachidonic acid metabolism
hsa05161,0.020183882892251055,"19% O2, CyA- vs 1% O2, CyA+",1.694995282278269,Hepatitis B
hsa04540,0.1566791703199955,"19% O2, CyA- vs 1% O2, CyA+",0.8049887368842032,Gap junction
hsa04913,1.8867183267702394e-07,"19% O2, CyA- vs 1% O2, CyA+",6.724292931981519,Ovarian steroidogenesis
hsa05212,0.3645692646052796,"19% O2, CyA- vs 1% O2, CyA+",0.4382199477901426,Pancreatic cancer
hsa05211,0.020627595673602735,"19% O2, CyA- vs 1% O2, CyA+",1.685551389891082,Renal cell carcinoma
hsa04371,0.0008309414542892386,"19% O2, CyA- vs 1% O2, CyA+",3.0804295742602035,Apelin signaling pathway
hsa05164,0.4073682079441559,"19% O2, CyA- vs 1% O2, CyA+",0.3900128674644229,Influenza A
hsa04146,0.0012598300748799338,"19% O2, CyA- vs 1% O2, CyA+",2.8996880283099307,Peroxisome
hsa04122,0.1969883426844828,"19% O2, CyA- vs 1% O2, CyA+",0.705559473623177,Sulfur relay system
hsa05167,0.159191470432881,"19% O2, CyA- vs 1% O2, CyA+",0.7980802057137482,Kaposi sarcoma-associated herpesvirus infection
hsa00562,0.2094771672991509,"19% O2, CyA- vs 1% O2, CyA+",0.6788633075730418,Inositol phosphate metabolism
hsa04935,3.133006854780318e-07,"19% O2, CyA- vs 1% O2, CyA+",6.504038654914014,"Growth hormone synthesis, secretion and action"
hsa00240,0.37105524033312315,"19% O2, CyA- vs 1% O2, CyA+",0.43056143058445884,Pyrimidine metabolism
hsa05200,4.356787918308777e-10,"19% O2, CyA- vs 1% O2, CyA+",9.36083358033277,Pathways in cancer
hsa00480,0.49142924343708655,"19% O2, CyA- vs 1% O2, CyA+",0.3085390035631533,Glutathione metabolism
hsa04150,1.0596769567735707e-05,"19% O2, CyA- vs 1% O2, CyA+",4.974826509521201,mTOR signaling pathway
hsa05034,0.017616073458740694,"19% O2, CyA- vs 1% O2, CyA+",1.7540908873675995,Alcoholism
